Date,red_sold,blue_sold,yellow_sold
1,10,14,17
2,12,1,5
3,9,19,12
4,20,5,10
5,14,11,13
6,3,10,12
7,8,8,2
8,13,16,17
9,7,20,16
10,14,6,7
11,4,4,12
12,3,6,8
13,8,12,10
14,6,8,9
15,4,4,5
16,4,3,4
17,1,17,10
18,15,1,17
19,10,15,19
20,12,3,20
21,11,1,5
22,13,19,20
23,17,2,11
24,8,19,1
25,9,9,9
26,5,19,3
27,4,17,8
28,5,13,3
29,9,18,16
30,19,3,9
31,6,10,3
32,17,11,20
33,6,16,1
34,11,14,13
35,14,9,5
36,10,13,7
37,12,3,12
38,13,18,11
39,17,19,2
40,18,11,10
41,5,20,10
42,10,17,17
43,20,19,14
44,10,17,3
45,18,14,18
46,17,16,16
47,6,13,15
48,19,7,3
49,18,2,3
50,4,14,5
51,17,20,6
52,7,1,7
53,13,17,2
54,14,12,3
55,9,4,15
56,17,6,7
57,19,20,17
58,4,3,8
59,16,1,18
60,5,2,10
61,6,13,2
62,18,8,15
63,16,9,5
64,8,4,18
65,18,3,12
66,4,15,4
67,14,16,17
68,12,16,2
69,1,20,18
70,2,9,11
71,15,16,16
72,3,17,13
73,9,6,20
74,11,15,11
75,19,14,20
76,13,17,18
77,20,7,1
78,4,8,3
79,11,13,19
80,5,11,13
81,2,12,18
82,11,3,15
83,4,5,13
84,17,9,13
85,13,12,13
86,18,7,10
87,1,13,20
88,7,20,2
89,6,4,11
90,15,5,6
91,8,13,17
92,12,17,6
93,11,3,5
94,12,20,19
95,5,2,16
96,7,7,6
97,17,6,1
98,6,11,3
99,19,16,17
100,18,5,15
101,7,4,3
102,20,2,6
103,11,18,3
104,20,3,10
105,1,15,2
106,1,13,10
107,10,13,19
108,10,12,13
109,19,7,8
110,1,18,7
111,13,19,15
112,8,8,5
113,13,14,9
114,10,2,14
115,19,18,7
116,7,16,17
117,17,20,17
118,7,7,11
119,16,2,16
120,1,7,3
121,3,4,11
122,9,7,1
123,9,19,10
124,11,6,16
125,16,17,2
126,20,2,8
127,2,6,20
128,13,5,4
129,12,15,6
130,16,2,20
131,12,16,1
132,6,1,18
133,1,8,8
134,17,15,13
135,15,9,20
136,11,15,12
137,8,11,10
138,10,3,10
139,12,17,19
140,18,3,14
141,9,17,15
142,12,4,6
143,11,4,19
144,5,19,19
145,12,2,6
146,8,12,3
147,18,8,16
148,15,12,5
149,7,8,17
150,11,1,17
151,15,7,9
152,9,20,14
153,1,2,16
154,14,14,12
155,6,10,19
156,9,7,2
157,13,20,9
158,11,18,11
159,12,7,19
160,18,5,16
161,9,5,18
162,18,8,12
163,14,7,2
164,1,10,20
165,3,19,9
166,19,15,14
167,8,3,16
168,11,16,8
169,4,10,9
170,4,8,6
171,14,8,6
172,13,13,4
173,18,16,12
174,12,1,1
175,1,20,14
176,2,20,1
177,3,4,18
178,18,6,8
179,12,17,18
180,13,6,8
181,10,4,13
182,2,7,4
183,19,10,2
184,7,9,5
185,2,13,13
186,2,16,14
187,10,2,2
188,1,5,15
189,14,6,8
190,3,5,9
191,11,3,10
192,12,13,5
193,10,2,3
194,9,13,14
195,20,5,16
196,1,18,15
197,9,13,10
198,4,15,13
199,15,12,9
200,8,7,14
201,12,13,15
202,12,14,10
203,19,5,15
204,1,11,5
205,16,9,7
206,15,18,1
207,8,4,3
208,16,12,9
209,8,2,15
210,6,1,3
211,1,2,4
212,19,9,17
213,17,11,14
214,18,5,11
215,2,15,14
216,9,7,8
217,2,12,10
218,14,2,11
219,12,13,9
220,4,7,13
221,11,5,6
222,17,7,9
223,19,13,9
224,3,13,7
225,12,2,8
226,19,10,4
227,12,11,10
228,2,14,16
229,17,12,15
230,4,11,15
231,15,15,4
232,3,6,2
233,6,11,15
234,5,13,14
235,18,13,20
236,15,19,3
237,14,17,9
238,4,12,18
239,10,12,1
240,4,17,10
241,17,17,6
242,2,1,4
243,5,14,20
244,6,2,7
245,17,3,6
246,1,3,6
247,17,18,16
248,19,15,20
249,4,8,1
250,5,8,16
251,18,15,16
252,5,5,17
253,9,12,1
254,12,2,8
255,15,14,14
256,9,13,18
257,9,2,20
258,5,20,15
259,5,13,16
260,12,13,18
261,18,19,3
262,9,9,18
263,12,12,5
264,2,2,5
265,12,5,13
266,15,15,2
267,3,19,17
268,5,6,14
269,7,16,2
270,9,3,12
271,7,16,11
272,10,3,12
273,4,2,12
274,19,3,3
275,6,6,11
276,8,6,13
277,4,9,4
278,12,17,14
279,16,14,17
280,2,6,9
281,3,5,2
282,14,8,20
283,5,13,7
284,14,7,6
285,3,16,8
286,5,9,5
287,3,20,8
288,7,1,4
289,2,19,5
290,16,17,17
291,6,5,2
292,11,3,10
293,20,5,7
294,7,2,19
295,12,7,6
296,2,2,13
297,12,9,17
298,8,18,2
299,16,2,12
300,13,6,15
301,12,10,2
302,20,11,5
303,19,12,1
304,8,15,4
305,14,17,4
306,20,10,10
307,6,9,17
308,10,13,15
309,3,5,15
310,19,8,14
311,16,1,12
312,7,15,17
313,9,10,7
314,1,15,18
315,6,5,3
316,14,19,4
317,1,11,4
318,15,8,6
319,11,15,3
320,4,17,16
321,9,9,9
322,15,17,18
323,12,19,20
324,7,17,5
325,11,3,20
326,3,10,15
327,9,14,7
328,13,12,2
329,2,15,11
330,4,20,6
331,19,8,19
332,13,20,7
333,12,13,1
334,9,13,3
335,19,17,13
336,19,14,3
337,6,3,5
338,12,16,3
339,13,13,20
340,14,14,13
341,7,3,5
342,12,12,15
343,20,20,9
344,5,13,19
345,6,13,17
346,18,17,7
347,10,1,18
348,14,1,16
349,7,3,16
350,9,18,10
351,3,12,2
352,14,10,18
353,7,14,1
354,7,7,7
355,20,10,6
356,15,3,8
357,17,9,19
358,15,19,19
359,11,1,16
360,12,12,9
361,12,16,17
362,15,1,2
363,12,20,3
364,3,16,17
365,10,13,8
366,11,9,12
367,3,6,4
368,7,7,10
369,17,18,10
370,17,1,14
371,19,19,1
372,20,1,19
373,7,14,7
374,17,16,13
375,19,18,2
376,7,2,15
377,8,5,10
378,16,16,15
379,15,2,16
380,2,6,20
381,1,4,16
382,8,12,9
383,17,7,5
384,12,12,2
385,13,14,4
386,4,1,18
387,6,2,2
388,3,10,5
389,19,2,18
390,4,6,13
391,3,20,19
392,7,18,15
393,16,4,2
394,18,1,11
395,2,20,4
396,16,20,4
397,10,3,8
398,16,20,19
399,1,14,17
400,8,3,13
401,2,8,12
402,11,11,19
403,9,2,1
404,2,16,11
405,5,17,3
406,9,12,19
407,7,9,8
408,4,14,5
409,6,12,18
410,10,7,14
411,13,14,5
412,4,16,7
413,9,20,5
414,3,13,14
415,7,9,13
416,17,9,19
417,19,2,15
418,7,18,4
419,18,17,10
420,16,19,6
421,11,17,2
422,6,15,7
423,17,12,1
424,2,12,7
425,14,6,4
426,8,14,5
427,20,10,12
428,18,7,5
429,17,1,3
430,11,11,3
431,6,9,13
432,8,5,17
433,9,16,10
434,20,2,2
435,11,19,19
436,4,17,17
437,15,3,15
438,13,17,1
439,4,19,7
440,12,15,16
441,8,17,1
442,8,8,18
443,8,7,16
444,5,1,14
445,2,19,6
446,16,10,2
447,3,17,17
448,12,17,10
449,15,6,11
450,17,10,3
451,12,20,2
452,2,7,7
453,15,17,20
454,10,11,6
455,2,8,17
456,19,5,7
457,11,20,9
458,1,17,14
459,13,1,12
460,14,9,14
461,20,9,12
462,16,7,18
463,5,14,5
464,16,7,16
465,8,11,15
466,7,1,19
467,5,8,20
468,20,10,20
469,10,14,8
470,10,11,16
471,2,12,9
472,7,16,12
473,8,7,1
474,20,7,13
475,2,19,20
476,13,13,15
477,13,16,7
478,17,16,11
479,14,11,6
480,7,7,5
481,16,8,1
482,9,18,5
483,1,15,6
484,16,16,12
485,3,8,18
486,11,6,8
487,13,6,17
488,5,10,8
489,17,9,19
490,16,11,13
491,2,16,1
492,7,17,3
493,18,3,4
494,1,12,8
495,20,15,3
496,5,12,18
497,9,8,20
498,13,7,1
499,9,7,15
500,16,13,11
501,1,17,6
