Date,red_sold,blue_sold,yellow_sold
1,12,2,13
2,16,15,18
3,20,2,16
4,20,13,19
5,7,12,10
6,6,1,11
7,14,6,8
8,5,12,16
9,20,4,16
10,4,12,19
11,9,6,19
12,11,6,8
13,8,14,15
14,13,12,18
15,11,1,9
16,3,17,5
17,16,16,12
18,7,20,20
19,5,12,20
20,18,19,19
21,20,14,11
22,19,12,6
23,17,8,3
24,14,17,17
25,11,12,13
26,1,3,10
27,14,11,8
28,15,5,10
29,13,11,4
30,20,18,1
31,10,4,2
32,9,13,18
33,9,19,13
34,12,16,1
35,7,14,1
36,9,16,9
37,8,20,13
38,9,7,20
39,10,10,6
40,19,9,14
41,20,20,1
42,19,20,2
43,6,9,19
44,19,6,14
45,5,17,11
46,3,6,5
47,17,2,6
48,12,3,1
49,9,13,19
50,10,9,2
51,13,1,17
52,1,6,14
53,13,15,15
54,18,11,19
55,12,9,18
56,17,12,5
57,18,9,1
58,14,5,2
59,19,17,6
60,14,2,15
61,17,8,11
62,8,5,8
63,8,10,1
64,13,14,2
65,3,10,11
66,11,7,18
67,8,20,17
68,7,19,10
69,3,8,13
70,6,20,14
71,12,2,12
72,20,5,16
73,10,6,17
74,16,1,14
75,2,13,5
76,9,3,8
77,5,3,14
78,14,17,5
79,1,20,9
80,2,10,6
81,13,13,19
82,16,1,3
83,3,6,17
84,18,18,5
85,14,18,9
86,12,20,17
87,9,12,14
88,5,9,17
89,17,7,1
90,9,16,9
91,20,5,13
92,10,9,4
93,1,12,8
94,9,12,16
95,3,15,2
96,6,13,7
97,4,17,3
98,7,16,15
99,19,9,18
100,7,12,1
101,12,7,16
102,1,15,9
103,4,2,2
104,19,10,2
105,19,13,9
106,5,17,18
107,14,15,16
108,11,11,7
109,12,14,14
110,8,14,3
111,9,1,11
112,14,8,9
113,7,10,11
114,10,16,16
115,17,19,3
116,11,5,15
117,16,16,9
118,18,11,14
119,4,5,20
120,18,3,16
121,20,4,17
122,2,17,9
123,9,11,19
124,13,20,7
125,17,10,2
126,5,10,1
127,13,12,20
128,11,11,16
129,11,2,17
130,20,5,8
131,10,4,1
132,11,16,6
133,10,4,11
134,6,15,20
135,17,20,5
136,11,18,5
137,16,4,14
138,8,11,15
139,7,8,14
140,5,3,18
141,15,6,14
142,14,18,12
143,13,18,17
144,8,15,3
145,14,15,7
146,6,15,17
147,13,20,4
148,17,5,10
149,2,16,1
150,14,16,11
151,2,15,8
152,3,9,12
153,18,11,1
154,1,19,11
155,16,13,3
156,13,20,10
157,12,19,15
158,3,1,4
159,7,1,20
160,9,11,10
161,6,5,12
162,14,17,12
163,13,5,15
164,1,3,2
165,6,2,14
166,16,19,12
167,8,8,16
168,8,20,16
169,1,6,3
170,9,15,8
171,11,20,16
172,15,11,15
173,16,8,11
174,19,18,14
175,14,1,2
176,14,11,1
177,20,5,9
178,16,12,16
179,18,18,11
180,1,14,15
181,18,19,11
182,15,19,3
183,6,18,14
184,17,16,15
185,10,19,9
186,17,16,15
187,15,4,10
188,12,2,4
189,19,5,1
190,2,9,1
191,6,18,14
192,1,20,20
193,8,20,11
194,17,10,16
195,15,18,8
196,1,1,13
197,7,20,7
198,3,2,11
199,2,17,4
200,10,7,9
201,11,3,11
202,9,7,6
203,19,8,2
204,14,1,9
205,7,12,11
206,8,12,14
207,16,9,8
208,9,1,15
209,13,4,12
210,15,15,16
211,1,9,7
212,5,2,3
213,12,3,11
214,16,14,19
215,20,1,8
216,12,17,1
217,8,2,12
218,7,4,14
219,2,12,4
220,6,5,15
221,1,1,16
222,7,3,19
223,19,7,6
224,2,9,20
225,6,11,10
226,18,1,18
227,11,13,14
228,19,1,12
229,19,11,7
230,6,18,12
231,20,20,15
232,11,20,13
233,13,1,14
234,12,6,13
235,18,3,4
236,19,17,2
237,3,12,4
238,12,14,20
239,10,15,7
240,17,12,16
241,19,20,5
242,8,11,18
243,16,11,12
244,2,5,13
245,17,5,18
246,20,18,8
247,19,19,19
248,12,1,14
249,20,18,13
250,11,11,20
251,2,12,1
252,10,10,2
253,5,11,15
254,15,13,14
255,13,4,15
256,9,14,12
257,7,14,3
258,11,4,2
259,16,13,11
260,10,13,19
261,3,17,18
262,16,10,14
263,12,1,17
264,6,20,17
265,16,2,19
266,2,16,3
267,15,9,5
268,16,15,11
269,17,3,11
270,1,8,10
271,8,12,4
272,18,3,4
273,17,19,15
274,1,5,15
275,17,2,13
276,10,16,20
277,12,13,12
278,4,8,10
279,18,13,6
280,14,9,17
281,10,19,9
282,7,2,12
283,9,6,9
284,1,17,5
285,7,16,11
286,8,7,11
287,19,2,3
288,9,13,5
289,4,4,9
290,3,17,5
291,3,10,10
292,3,8,9
293,7,11,9
294,16,10,12
295,8,5,7
296,11,14,1
297,7,7,10
298,4,9,8
299,14,13,2
300,4,9,2
301,11,15,11
302,3,19,3
303,20,10,14
304,13,16,15
305,19,1,12
306,4,16,1
307,17,7,6
308,10,19,6
309,17,1,12
310,14,19,1
311,17,17,16
312,20,18,10
313,6,14,19
314,2,14,15
315,15,19,13
316,20,10,8
317,18,2,4
318,4,4,6
319,6,18,17
320,6,6,1
321,15,1,16
322,17,3,14
323,7,11,11
324,10,12,16
325,14,6,3
326,1,2,2
327,10,6,5
328,11,3,18
329,14,8,11
330,18,13,7
331,9,18,12
332,18,6,14
333,6,6,4
334,18,1,8
335,17,3,5
336,8,16,6
337,7,17,17
338,9,15,10
339,2,5,5
340,19,19,18
341,7,12,4
342,7,15,14
343,11,13,14
344,18,6,1
345,14,13,20
346,17,14,6
347,10,1,9
348,9,9,15
349,6,2,4
350,14,9,17
351,20,15,17
352,18,3,7
353,1,20,13
354,11,14,15
355,6,4,8
356,18,1,18
357,3,4,9
358,12,19,3
359,20,11,10
360,9,7,9
361,19,19,15
362,9,9,18
363,16,7,10
364,19,12,15
365,16,11,15
366,16,1,12
367,5,3,20
368,3,4,5
369,8,18,14
370,2,3,2
371,5,8,9
372,9,11,19
373,8,16,19
374,1,8,6
375,16,4,14
376,1,9,17
377,13,18,18
378,15,7,6
379,10,17,17
380,11,7,6
381,3,6,7
382,9,7,19
383,16,12,17
384,14,3,17
385,10,4,14
386,7,11,13
387,13,10,2
388,9,9,13
389,18,14,1
390,6,11,18
391,18,7,14
392,4,12,17
393,12,14,6
394,6,14,9
395,9,11,17
396,5,8,11
397,19,10,4
398,1,15,1
399,5,9,6
400,2,8,16
401,12,1,1
402,10,13,12
403,7,16,13
404,9,3,17
405,10,8,15
406,17,20,19
407,12,6,2
408,2,15,20
409,1,4,1
410,17,13,5
411,18,15,4
412,14,6,1
413,16,11,19
414,2,5,7
415,4,17,6
416,13,14,17
417,4,1,5
418,9,13,16
419,20,8,2
420,16,9,13
421,9,2,19
422,18,15,2
423,12,11,20
424,13,17,9
425,14,7,16
426,19,17,13
427,4,7,5
428,4,6,10
429,20,12,3
430,16,16,18
431,8,10,9
432,5,19,4
433,9,10,20
434,15,5,8
435,12,19,1
436,10,14,9
437,11,8,12
438,16,11,4
439,2,10,20
440,4,6,20
