Date,red_sold,blue_sold,yellow_sold
1,2,9,1
2,8,3,2
3,12,13,19
4,1,16,20
5,7,20,13
6,6,15,20
7,16,17,11
8,9,15,3
9,17,4,13
10,5,19,5
11,18,7,4
12,9,20,15
13,10,19,17
14,20,8,8
15,9,4,7
16,8,15,13
17,3,14,16
18,16,15,9
19,3,15,18
20,16,7,20
21,7,16,15
22,4,14,15
23,16,3,13
24,4,15,10
25,17,2,7
26,6,20,1
27,11,3,14
28,11,6,4
29,6,2,19
30,4,15,5
31,18,14,12
32,17,18,7
33,7,7,15
34,11,15,19
35,16,10,8
36,10,1,19
37,3,10,19
38,1,2,12
39,20,12,6
40,17,13,14
41,10,4,19
42,13,9,1
43,20,5,19
44,15,10,8
45,16,11,9
46,16,13,15
47,1,6,1
48,15,18,19
49,5,18,14
50,13,19,16
51,11,20,6
52,16,2,6
53,4,11,19
54,1,16,5
55,11,5,4
56,14,9,2
57,4,3,20
58,10,12,5
59,3,19,2
60,2,5,13
61,11,5,5
62,17,19,2
63,18,12,2
64,9,17,12
65,12,12,6
66,4,1,1
67,14,18,19
68,16,15,17
69,15,3,2
70,9,6,18
71,6,3,2
72,10,1,4
73,7,17,10
74,17,12,16
75,7,7,15
76,5,12,12
77,11,8,4
78,4,18,10
79,3,14,16
80,9,1,7
81,11,2,20
82,11,2,16
83,18,14,11
84,10,11,9
85,8,14,9
86,18,9,6
87,20,11,16
88,19,18,20
89,9,19,16
90,7,18,2
91,12,7,11
92,1,13,4
93,4,6,4
94,4,11,20
95,12,1,19
96,17,15,3
97,4,5,7
98,16,8,13
99,4,6,7
100,7,6,18
101,2,10,19
102,4,14,18
103,6,8,15
104,16,12,14
105,12,15,9
106,11,2,17
107,8,14,3
108,18,14,20
109,12,4,18
110,5,11,9
111,12,12,10
112,7,15,11
113,20,2,20
114,2,17,8
115,12,4,1
116,2,17,2
117,3,7,19
118,10,9,17
119,15,2,20
120,6,5,18
121,9,5,18
122,1,10,5
123,13,2,10
124,4,19,6
125,14,15,5
126,13,7,11
127,7,11,7
128,12,18,17
129,8,2,15
130,2,8,12
131,10,9,16
132,13,5,6
133,2,11,19
134,10,4,8
135,14,16,13
136,15,17,5
137,14,18,10
138,13,6,4
139,7,17,10
140,11,14,16
141,17,1,18
142,10,8,6
143,10,18,13
144,12,7,1
145,7,8,3
146,3,1,18
147,19,12,9
148,7,6,6
149,19,19,19
150,4,16,10
151,18,16,15
152,17,19,10
153,12,20,20
154,18,8,12
155,9,12,19
156,7,13,9
157,3,5,14
158,8,5,2
159,16,13,19
160,18,1,4
161,20,3,15
162,14,20,4
163,6,8,17
164,19,5,6
165,12,14,17
166,14,14,6
167,2,4,4
168,10,10,14
169,20,19,4
170,6,1,2
171,16,13,9
172,14,2,6
173,12,17,16
174,2,16,12
175,7,16,14
176,19,15,12
177,1,11,18
178,1,14,20
179,2,7,5
180,11,14,6
181,1,18,8
182,2,20,14
183,9,14,7
184,12,20,8
185,11,19,13
186,15,2,9
187,11,7,7
188,5,13,14
189,9,13,15
190,19,19,17
191,18,11,15
192,4,11,12
193,18,16,10
194,14,20,2
195,19,8,8
196,7,18,20
197,7,12,12
198,10,7,12
199,13,1,18
200,3,8,6
201,3,10,16
202,20,2,9
203,10,7,19
204,19,20,8
205,7,15,13
206,7,17,12
207,11,2,4
208,17,10,15
209,17,3,16
210,2,11,7
211,9,9,15
212,20,11,5
213,16,19,11
214,16,18,9
215,11,11,20
216,16,17,20
217,3,2,18
218,10,17,15
219,20,6,2
220,17,17,20
221,16,8,12
222,17,14,10
223,8,15,4
224,10,9,11
225,7,7,16
226,18,2,6
227,9,10,5
228,12,17,7
229,4,13,7
230,16,16,14
231,2,13,8
232,7,20,17
233,8,13,14
234,8,1,14
235,8,16,16
236,6,2,5
237,1,9,12
238,15,7,6
239,15,7,14
240,18,13,10
241,12,11,7
242,1,19,11
243,11,7,18
244,20,8,18
245,19,14,4
246,8,8,9
247,1,6,12
248,6,13,7
249,1,12,17
250,3,6,4
251,11,9,13
252,17,6,4
253,1,11,17
254,15,2,10
255,10,14,20
256,12,16,17
257,19,10,10
258,11,7,6
259,16,12,4
260,3,16,5
261,19,8,12
262,7,8,10
263,17,1,20
264,17,19,10
265,2,15,2
266,10,7,13
267,14,4,18
268,8,16,17
269,19,1,14
270,3,10,16
271,17,5,2
272,12,13,4
273,10,13,6
274,15,19,4
275,16,15,4
276,20,6,7
277,2,15,12
278,4,7,8
279,13,4,8
280,17,14,14
281,9,5,10
282,19,18,4
283,13,5,3
284,8,16,3
285,2,6,15
286,11,20,6
287,10,1,2
288,18,7,19
289,18,1,6
290,5,6,10
291,18,6,3
292,1,1,2
293,2,8,16
294,2,14,5
295,4,14,1
296,4,12,5
297,7,2,5
298,8,1,3
299,2,12,14
300,8,15,17
301,10,12,5
302,3,6,13
303,11,11,19
304,18,20,5
305,8,15,12
306,11,10,10
307,3,12,18
308,6,17,4
309,5,14,2
310,17,18,6
311,6,8,19
312,2,13,15
313,13,16,15
314,4,2,6
315,8,10,11
316,14,16,10
317,8,12,4
318,1,20,13
319,15,5,5
320,10,14,11
321,3,11,17
322,2,7,8
323,9,4,17
324,11,4,11
325,17,4,19
326,3,13,16
327,1,8,6
328,11,2,20
329,12,6,19
330,19,18,12
331,18,16,4
332,13,5,19
333,16,8,17
334,11,1,15
335,13,20,2
336,1,12,7
337,1,9,8
338,6,12,19
339,1,16,8
340,5,5,17
341,11,9,2
342,8,9,20
343,9,6,15
344,11,5,5
345,9,8,3
346,14,8,9
347,12,1,10
348,18,18,8
349,20,7,1
350,2,15,6
351,3,17,6
352,13,18,11
353,13,10,12
354,14,3,1
355,12,18,16
356,20,18,17
357,14,4,19
358,7,1,12
359,6,2,15
360,2,9,7
361,19,17,9
362,20,16,10
363,19,20,9
364,14,9,17
365,1,18,6
366,13,7,20
367,3,19,18
368,1,18,11
369,16,15,12
370,4,6,9
371,1,1,12
372,9,14,17
373,2,17,4
374,20,1,9
375,9,4,17
376,8,13,9
377,13,13,10
378,15,3,14
379,12,19,6
380,9,1,7
381,14,5,2
382,15,15,19
383,4,2,13
384,17,12,12
385,17,13,9
386,7,7,17
387,7,2,13
388,10,8,13
389,17,2,20
390,15,5,10
391,19,11,15
392,18,7,5
393,8,7,12
394,13,14,17
395,11,11,15
396,11,15,16
397,13,8,3
398,2,19,15
399,5,18,3
400,18,11,2
401,9,1,6
402,11,4,4
403,13,17,19
404,9,16,10
405,19,12,14
406,13,2,16
407,1,17,13
408,7,3,6
409,20,6,12
410,16,13,15
411,11,5,16
412,12,18,2
413,12,14,7
414,19,9,17
415,11,5,9
416,13,6,9
417,10,10,5
418,18,13,3
419,2,15,5
420,5,5,5
421,19,3,15
422,18,9,1
423,17,1,20
424,8,14,5
425,18,6,6
426,4,10,5
427,13,3,5
428,9,9,20
429,20,4,2
430,19,14,19
431,11,19,14
432,11,4,6
433,2,17,12
434,13,3,16
435,1,16,18
436,13,10,7
437,19,16,18
438,10,15,13
439,10,1,2
440,5,14,20
441,12,5,3
442,20,6,16
443,3,10,11
444,8,3,13
445,4,8,10
446,1,18,10
447,13,13,1
448,11,10,9
449,16,5,10
450,6,4,12
451,11,20,1
452,8,9,16
453,14,18,6
454,7,18,7
455,6,19,20
456,7,12,12
457,13,17,14
458,15,9,12
459,9,18,17
460,9,18,7
461,6,1,20
