Date,red_sold,blue_sold,yellow_sold
1,18,19,19
2,7,4,14
3,16,12,17
4,4,3,15
5,9,19,2
6,6,1,17
7,6,6,3
8,12,15,13
9,5,19,8
10,8,6,20
11,9,14,5
12,4,16,1
13,11,14,3
14,7,2,13
15,17,2,11
16,17,17,15
17,9,9,18
18,16,11,15
19,8,3,13
20,1,7,7
21,14,19,9
22,3,13,20
23,12,14,19
24,11,12,1
25,13,17,20
26,5,7,11
27,18,14,12
28,9,5,13
29,11,2,15
30,3,14,15
31,15,16,12
32,5,10,2
33,10,7,7
34,13,6,1
35,8,2,20
36,16,13,18
37,1,19,4
38,7,17,5
39,6,14,10
40,13,14,17
41,13,5,13
42,11,13,17
43,13,5,18
44,18,5,13
45,15,7,10
46,11,8,18
47,7,18,17
48,7,6,19
49,1,18,17
50,3,14,6
51,1,19,8
52,1,5,6
53,8,12,3
54,2,13,15
55,7,13,2
56,4,10,4
57,18,1,20
58,4,12,10
59,4,18,8
60,5,8,6
61,1,10,8
62,8,14,10
63,4,7,8
64,3,5,12
65,8,8,18
66,10,2,15
67,16,14,14
68,7,13,15
69,18,20,18
70,15,13,16
71,20,4,15
72,12,14,20
73,5,1,3
74,19,12,15
75,6,14,15
76,18,18,6
77,5,20,12
78,8,1,1
79,15,10,4
80,16,15,14
81,3,14,7
82,5,11,10
83,8,16,9
84,19,5,20
85,15,1,1
86,1,1,2
87,12,16,20
88,5,5,19
89,2,12,2
90,3,7,8
91,9,11,1
92,4,12,11
93,1,20,14
94,4,2,8
95,8,4,14
96,7,4,18
97,20,13,19
98,4,2,18
99,15,5,5
100,8,19,4
101,20,20,12
102,6,19,16
103,15,9,7
104,9,2,1
105,14,14,3
106,3,15,5
107,13,8,9
108,7,18,13
109,10,13,17
110,7,8,17
111,14,8,11
112,13,8,15
113,20,12,20
114,13,15,19
115,14,20,9
116,17,19,12
117,4,6,17
118,15,13,15
119,20,10,8
120,15,11,17
121,13,8,2
122,13,14,20
123,16,13,6
124,20,14,15
125,8,6,20
126,1,2,20
127,9,10,1
128,2,10,17
129,9,6,7
130,19,15,3
131,16,1,15
132,9,5,5
133,12,4,1
134,10,3,6
135,19,6,3
136,1,11,9
137,13,15,16
138,13,17,8
139,14,20,12
140,7,15,6
141,11,12,15
142,3,18,9
143,11,7,15
144,6,7,2
145,19,3,9
146,20,13,20
147,16,14,6
148,15,7,4
149,1,11,11
150,4,7,13
151,14,15,6
152,10,18,2
153,1,1,14
154,7,20,11
155,10,1,10
156,18,12,9
157,1,15,1
158,20,1,16
159,5,15,8
160,19,7,10
161,1,10,11
162,8,11,17
163,10,20,4
164,10,6,5
165,5,1,2
166,15,12,4
167,2,19,5
168,14,4,3
169,7,17,10
170,14,17,14
171,15,9,10
172,16,14,14
173,16,13,4
174,1,1,15
175,20,8,1
176,14,11,12
177,4,8,16
178,13,2,17
179,6,4,7
180,13,10,18
181,15,16,20
182,16,10,18
183,5,10,11
184,10,20,7
185,6,17,15
186,19,18,20
187,17,10,11
188,9,1,13
189,5,15,19
190,1,7,18
191,20,17,16
192,11,2,3
193,2,9,11
194,3,1,6
195,15,17,2
196,7,19,2
197,9,7,7
198,12,11,18
199,3,14,6
200,19,9,16
201,3,19,5
202,5,12,11
203,11,9,1
204,14,6,16
205,16,6,16
206,15,18,13
207,7,12,10
208,11,9,20
209,8,11,14
210,2,13,2
211,5,18,20
212,18,7,6
213,3,14,11
214,14,20,17
215,12,5,13
216,9,17,3
217,18,6,11
218,9,10,16
219,16,11,10
220,15,20,19
221,17,3,12
222,9,5,14
223,13,9,11
224,6,19,19
225,1,12,20
226,3,10,3
227,20,3,11
228,4,15,17
229,18,5,4
230,4,9,20
231,17,6,15
232,15,2,7
233,9,3,12
234,11,7,2
235,10,11,16
236,5,7,3
237,13,15,10
238,2,15,1
239,15,1,7
240,4,6,5
241,10,5,14
242,2,10,16
243,16,16,19
244,17,13,20
245,1,19,9
246,8,1,1
247,1,10,18
248,5,1,15
249,17,12,11
250,7,8,20
251,14,13,6
252,2,3,16
253,10,2,2
254,4,3,12
255,19,7,19
256,14,18,5
257,6,6,17
258,7,17,5
259,2,13,14
260,19,14,14
261,16,19,11
262,10,14,10
263,12,15,1
264,2,10,17
265,20,9,9
266,16,16,5
267,15,5,17
268,8,2,8
269,16,8,6
270,6,10,5
271,1,19,2
272,3,1,16
273,17,4,8
274,5,16,14
275,13,16,17
276,19,12,13
277,14,6,19
278,8,10,4
279,16,18,5
280,15,5,3
281,13,19,4
282,11,6,20
283,8,2,1
284,18,4,16
285,6,8,16
286,7,19,18
287,7,5,9
288,4,2,13
289,17,12,3
290,11,2,16
291,7,14,18
292,1,5,18
293,12,7,4
294,1,16,10
295,14,7,6
296,6,10,20
297,6,16,16
298,17,10,12
299,4,19,5
300,4,5,1
301,19,13,12
302,18,17,20
303,20,6,19
304,14,9,18
305,9,20,11
306,5,16,8
307,12,20,19
308,2,8,16
309,15,13,8
310,1,3,1
311,9,15,5
312,18,8,6
313,1,11,17
314,14,13,14
315,10,12,11
316,13,8,14
317,2,4,11
318,10,2,19
319,11,6,9
320,3,5,19
321,9,8,20
322,14,5,7
323,15,16,4
324,5,20,18
325,7,1,14
326,19,1,17
327,20,2,4
328,11,18,13
329,13,8,14
330,14,6,8
331,12,11,18
332,1,13,14
333,1,5,2
334,5,9,19
335,9,9,11
336,17,19,7
337,4,9,10
338,13,7,7
339,14,3,6
340,5,18,8
341,7,12,6
342,12,1,14
343,15,1,10
344,14,9,11
345,3,18,9
346,17,2,8
347,13,18,19
348,18,17,16
349,14,6,13
350,13,12,10
