Date,red_sold,blue_sold,yellow_sold
1,15,12,18
2,5,4,1
3,15,18,5
4,6,7,10
5,13,20,2
6,18,8,19
7,4,5,17
8,1,7,11
9,12,11,6
10,9,10,10
11,11,16,3
12,3,11,4
13,6,5,19
14,4,7,9
15,9,5,1
16,18,8,8
17,12,13,2
18,11,15,10
19,7,1,5
20,8,6,3
21,8,16,2
22,5,12,6
23,20,17,1
24,15,19,14
25,6,14,6
26,10,15,1
27,20,6,15
28,2,18,13
29,17,7,2
30,16,12,4
31,18,4,8
32,18,7,19
33,11,10,9
34,5,4,4
35,17,1,10
36,14,18,9
37,11,4,16
38,20,9,6
39,4,3,17
40,7,11,1
41,12,13,3
42,15,7,13
43,19,5,18
44,11,12,15
45,7,18,16
46,12,8,13
47,14,5,16
48,9,7,1
49,13,8,20
50,6,9,3
51,12,20,20
52,11,14,4
53,3,5,4
54,3,19,8
55,15,2,11
56,1,18,10
57,1,6,3
58,15,17,7
59,4,16,3
60,7,17,19
61,1,16,4
62,1,19,4
63,19,18,14
64,5,1,15
65,7,13,12
66,2,15,13
67,4,9,4
68,20,13,1
69,12,8,20
70,17,12,3
71,3,11,20
72,10,4,12
73,1,2,3
74,12,7,8
75,1,12,2
76,12,19,12
77,18,11,4
78,9,3,8
79,18,6,20
80,3,4,6
81,16,2,20
82,18,6,18
83,11,13,16
84,20,9,2
85,12,5,14
86,6,9,2
87,7,9,20
88,17,11,13
89,15,12,17
90,1,9,15
91,3,17,5
92,13,10,4
93,3,9,12
94,11,13,8
95,20,15,8
96,4,14,11
97,10,13,1
98,18,6,17
99,3,2,12
100,8,3,15
101,13,10,15
102,20,2,3
103,13,17,19
104,10,12,8
105,8,11,4
106,10,14,16
107,9,3,1
108,15,2,17
109,17,14,4
110,16,11,8
111,20,19,9
112,1,9,9
113,10,5,4
114,4,4,8
115,11,2,19
116,17,19,3
117,4,14,8
118,7,18,13
119,5,8,18
120,16,16,11
121,4,12,8
122,2,14,18
123,2,17,18
124,1,12,1
125,12,20,6
126,7,6,12
127,4,8,6
128,18,18,17
129,2,7,2
130,10,20,14
131,10,6,8
132,18,16,4
133,10,20,10
134,3,5,17
135,5,12,6
136,15,18,5
137,2,4,20
138,18,7,19
139,9,10,5
140,4,5,12
141,11,1,12
142,20,5,14
143,19,16,4
144,10,15,9
145,18,8,17
146,8,2,17
147,7,6,3
148,20,15,3
149,14,10,6
150,13,15,11
151,19,19,11
152,18,20,4
153,16,14,3
154,3,20,11
155,2,7,10
156,6,7,17
157,14,1,14
158,4,10,10
159,7,18,12
160,11,13,8
161,10,1,10
162,3,19,14
163,14,12,15
164,9,11,6
165,12,2,11
166,19,8,20
167,3,14,11
168,6,4,5
169,17,19,18
170,1,6,17
171,1,12,17
172,7,2,14
173,12,10,16
174,2,20,6
175,10,14,3
176,13,17,16
177,10,18,2
178,16,6,8
179,9,13,17
180,16,13,2
181,17,8,1
182,16,6,20
183,12,3,8
184,7,16,4
185,14,6,18
186,5,13,15
187,15,16,7
188,16,14,14
189,5,5,8
190,20,19,8
191,20,14,13
192,9,3,15
193,19,10,9
194,3,14,16
195,19,6,6
196,12,4,18
197,14,18,1
198,13,14,2
199,19,15,19
200,7,4,1
201,1,6,2
202,5,3,16
203,15,16,10
204,19,7,4
205,10,14,12
206,3,16,8
207,6,9,10
208,6,10,13
209,20,12,17
210,8,17,7
211,12,2,10
212,20,13,1
213,6,17,13
214,7,10,18
215,13,14,10
216,3,11,6
217,19,16,4
218,19,6,7
219,7,4,19
220,4,12,3
221,19,17,19
222,12,20,1
223,9,16,8
224,15,11,15
225,15,13,15
226,7,8,9
227,2,3,9
228,16,5,1
229,13,20,5
230,17,8,14
231,4,17,5
232,1,5,19
233,1,18,3
234,12,9,7
235,14,9,18
236,12,1,14
237,10,8,5
238,12,7,14
239,1,3,15
240,16,4,16
241,18,4,8
242,15,7,8
243,9,10,10
244,8,13,1
245,15,14,14
246,10,18,19
247,17,18,14
248,18,9,9
249,13,12,9
250,12,10,19
251,3,8,14
252,6,10,9
253,18,8,5
254,4,20,19
255,3,13,19
256,5,17,14
257,5,3,19
258,8,1,2
259,5,15,16
260,1,6,5
261,7,11,15
262,10,9,17
263,10,6,4
264,12,12,15
265,15,16,18
266,13,16,2
267,12,7,18
268,15,20,15
269,19,2,10
270,14,11,19
271,17,17,2
272,15,11,12
273,3,12,12
274,7,13,4
275,9,15,15
276,13,17,15
277,8,1,8
278,4,15,15
279,17,17,11
280,16,8,5
281,11,17,3
282,7,10,16
283,20,10,13
284,16,12,15
285,5,15,15
286,15,9,3
287,18,12,7
288,9,9,4
289,7,10,14
290,7,3,18
291,4,13,4
292,11,5,18
293,8,2,3
294,9,9,3
295,12,12,20
296,14,7,16
297,7,12,3
298,5,19,20
299,14,5,11
300,18,1,18
301,11,13,19
302,19,12,17
303,8,20,11
304,10,10,4
305,1,3,17
306,9,15,8
307,14,1,1
308,19,12,6
309,13,6,9
310,12,8,14
311,10,6,18
312,10,14,18
313,8,13,19
314,19,9,4
315,19,1,15
316,8,3,5
317,15,9,5
318,19,14,19
319,14,8,13
320,13,12,5
321,8,19,10
322,8,15,14
323,19,1,4
324,7,17,1
325,6,14,9
326,10,9,8
327,9,15,18
328,9,2,17
329,14,17,7
330,14,9,18
331,19,1,18
332,2,20,18
333,20,11,9
334,10,18,12
335,5,6,9
336,16,6,15
337,9,10,2
338,2,18,13
339,10,13,4
340,14,15,3
341,16,18,4
342,9,1,8
343,18,8,14
344,3,7,4
345,14,12,6
346,12,17,3
347,12,8,19
348,1,18,10
349,14,5,12
350,19,6,17
351,12,14,5
352,8,12,13
353,4,1,15
354,17,13,8
355,13,1,1
356,18,17,10
357,7,18,3
358,1,18,15
359,16,18,8
360,1,2,1
361,12,8,2
362,17,19,7
363,16,6,13
364,18,11,2
365,10,7,6
366,18,10,8
367,15,7,8
368,4,10,17
369,12,20,20
370,9,10,17
371,5,9,4
372,12,7,10
373,20,18,15
374,19,10,8
375,2,9,13
376,12,14,11
377,4,2,16
378,12,7,12
379,4,1,10
380,12,1,14
381,8,10,6
382,9,17,8
383,4,17,13
384,2,5,10
385,12,16,15
386,16,6,20
387,10,16,10
388,11,18,5
389,18,19,5
390,6,17,5
391,12,1,9
392,3,4,20
393,11,20,16
394,7,20,7
395,10,16,8
396,5,8,6
397,8,17,17
398,16,4,19
399,19,20,11
400,15,1,4
401,12,3,13
402,6,11,3
403,2,5,19
404,5,18,1
405,5,15,18
406,7,5,20
407,3,15,2
408,3,17,16
409,12,11,6
410,6,2,19
411,18,15,3
412,19,20,4
413,5,18,5
414,16,15,2
415,9,2,7
416,9,9,9
417,18,16,7
418,14,15,7
419,10,5,1
420,2,15,7
421,11,15,2
422,2,4,9
423,3,17,6
424,18,10,3
425,15,3,1
426,19,9,10
427,19,12,1
428,9,19,20
429,1,15,10
430,12,4,10
431,2,3,11
432,6,8,7
433,3,3,13
434,1,17,1
435,8,19,10
436,18,19,20
437,16,7,16
438,5,1,14
439,6,11,14
440,14,18,7
441,1,6,3
442,14,17,5
443,4,7,15
444,8,20,19
445,19,16,7
446,1,18,12
447,17,20,3
448,9,5,12
449,3,6,15
450,16,20,13
451,18,15,11
452,7,6,9
453,11,18,20
454,3,16,8
455,14,16,6
456,12,2,15
457,20,4,19
458,1,16,14
459,13,4,5
460,3,7,3
461,2,4,7
462,16,8,12
463,6,9,6
464,19,18,4
465,14,7,3
466,1,19,9
467,6,19,5
468,6,7,18
469,8,10,6
470,3,3,16
471,12,6,19
472,18,13,1
473,4,10,1
474,5,5,4
475,15,16,20
476,18,6,15
477,20,2,7
478,11,6,8
479,9,17,15
480,6,11,12
481,15,17,6
482,3,3,2
483,18,3,15
484,4,8,20
485,6,8,6
486,20,15,20
487,17,13,6
488,1,6,13
489,2,18,12
490,5,13,19
491,6,15,6
492,20,20,9
493,5,10,12
494,6,14,14
495,3,12,20
496,4,17,15
497,4,14,13
498,9,12,14
499,13,3,6
500,10,18,17
501,10,8,8
502,2,18,6
503,13,15,15
504,6,4,6
505,5,12,5
506,16,10,19
507,19,13,8
508,15,9,10
509,2,16,15
510,8,18,5
511,8,5,15
512,7,19,2
513,3,12,19
514,19,9,2
515,2,8,1
516,18,2,2
517,8,19,4
518,10,18,4
519,6,11,6
520,4,14,15
521,17,13,5
522,6,3,6
523,20,10,1
524,9,15,20
525,3,10,13
526,8,11,15
527,1,7,14
528,1,11,11
529,16,16,20
530,14,20,16
531,6,20,13
532,20,11,13
533,4,7,11
534,1,18,3
535,14,20,4
536,15,14,3
537,17,7,19
538,6,5,19
539,8,3,9
540,19,17,20
541,6,7,20
542,3,7,20
543,10,3,11
544,9,13,9
545,8,11,14
546,6,6,14
547,6,8,17
548,20,7,6
549,15,8,20
550,18,15,17
551,5,14,3
552,16,12,15
553,18,18,15
554,6,16,15
555,13,4,14
556,11,10,18
557,9,4,12
558,7,12,14
559,16,1,10
560,20,3,16
561,8,16,14
562,4,12,15
563,6,13,6
564,12,10,12
565,19,9,19
566,5,13,7
567,17,2,11
568,1,1,11
569,15,16,3
570,2,4,20
571,20,16,5
572,4,3,4
573,12,10,14
574,3,8,1
575,15,5,8
576,15,12,13
577,15,4,18
578,10,14,2
579,2,18,15
580,11,2,18
581,16,18,9
582,1,4,6
583,19,14,8
584,18,3,12
585,18,7,4
586,1,19,15
587,3,9,9
588,14,14,6
589,19,8,13
590,5,10,14
591,19,5,6
592,20,20,19
593,14,19,10
594,9,9,15
595,17,2,1
596,18,19,9
597,8,12,17
598,15,8,13
599,10,11,6
600,2,17,2
601,7,17,20
602,5,9,10
603,14,15,3
604,20,10,16
605,17,9,15
606,10,2,18
607,1,13,4
608,11,17,8
609,12,9,19
610,15,6,8
611,7,14,11
612,8,1,3
613,5,14,19
614,3,10,7
615,1,17,9
616,17,17,10
617,9,7,3
618,8,17,16
619,11,14,9
620,2,20,15
621,9,20,17
622,8,5,15
623,10,5,8
624,11,20,12
625,15,15,20
626,14,16,1
627,2,2,14
628,8,14,10
629,11,4,18
630,14,8,3
631,1,16,1
632,19,10,8
633,2,12,13
634,1,2,8
635,15,17,16
636,20,1,5
637,18,20,5
638,7,9,14
639,2,2,18
640,1,11,11
641,1,1,9
642,16,17,16
643,3,20,12
644,20,19,18
645,12,7,15
646,12,1,18
647,11,7,11
648,2,10,8
649,7,5,1
650,19,13,11
651,14,1,18
652,16,7,11
653,10,14,11
654,7,6,3
655,1,7,14
656,6,16,6
657,7,17,3
658,9,19,19
659,16,20,2
660,13,7,7
661,19,15,16
662,12,4,7
663,12,6,15
664,3,15,11
665,17,13,15
666,10,11,12
667,2,3,9
668,20,2,3
669,18,7,1
670,9,3,14
671,8,12,14
672,15,10,1
673,15,14,12
674,3,11,13
675,17,6,4
676,6,5,1
677,4,8,8
678,20,14,6
679,9,4,5
680,16,18,15
681,19,12,11
682,5,14,3
683,17,14,12
684,9,12,15
685,1,19,18
686,7,7,4
687,11,4,6
688,10,6,4
689,10,12,9
690,6,13,12
691,16,7,16
692,8,17,17
693,13,5,14
694,17,12,4
695,17,17,19
696,17,19,9
697,2,15,7
698,6,6,13
699,13,13,8
700,2,13,19
701,1,13,15
702,15,10,9
703,4,13,19
704,8,12,3
705,7,9,8
706,9,7,11
707,5,3,7
708,14,17,12
709,8,18,17
710,15,19,12
711,17,10,4
712,17,12,3
713,15,3,4
714,12,14,20
715,6,5,8
716,1,14,3
717,10,6,4
718,5,16,13
719,19,6,1
720,4,12,4
721,20,5,6
722,10,10,15
723,2,20,12
724,15,5,3
725,13,8,9
726,18,14,8
727,5,18,6
728,4,18,17
729,3,8,14
730,18,1,17
731,16,19,12
732,14,3,15
733,15,8,17
734,17,5,3
735,8,2,8
736,15,10,19
737,1,9,7
738,7,2,12
739,14,4,17
740,17,14,17
741,3,5,13
742,8,7,9
743,13,9,8
744,7,1,13
745,11,4,15
746,15,4,8
747,11,15,4
748,9,8,7
749,18,7,7
750,11,11,12
751,13,10,20
752,2,7,19
753,9,3,1
754,12,14,15
755,3,12,2
756,2,12,11
757,11,4,6
758,15,2,19
759,13,4,18
760,11,20,7
761,16,4,10
762,10,9,17
763,5,8,5
764,17,19,4
765,11,3,13
766,6,2,1
767,6,7,8
768,19,11,4
769,13,20,8
770,20,9,4
771,7,20,13
772,12,10,17
773,7,4,6
774,8,6,11
775,1,13,17
776,20,20,14
777,4,6,4
778,6,2,3
779,6,12,17
780,10,4,1
781,10,15,1
782,16,7,8
783,6,12,8
784,12,12,17
785,8,11,18
786,20,9,15
787,14,17,12
788,9,20,10
789,13,10,20
790,15,18,10
791,15,13,13
792,8,4,11
793,18,3,8
794,7,20,17
795,16,19,8
796,16,2,14
797,1,5,10
798,3,20,5
799,2,14,10
800,4,12,7
801,7,19,3
802,14,9,14
803,8,4,9
804,1,5,3
805,16,8,17
806,18,4,12
807,5,11,13
808,20,14,16
809,2,3,13
810,8,18,4
811,10,9,11
812,14,18,14
813,20,19,13
814,11,15,6
815,5,3,7
816,3,11,10
817,3,15,20
818,7,7,8
819,8,8,20
820,5,7,13
821,12,2,19
822,3,5,4
823,15,9,16
824,10,17,13
825,11,20,17
826,14,12,16
827,13,5,18
828,20,20,2
829,12,5,9
830,17,1,20
831,4,20,5
832,1,19,7
833,12,3,5
834,14,20,12
835,19,18,14
836,9,19,1
837,11,6,17
838,18,19,11
839,3,9,4
840,7,4,13
841,11,3,15
842,10,2,5
843,9,1,12
844,13,9,15
845,9,16,19
846,19,5,3
847,8,13,2
848,5,4,14
849,6,12,2
850,18,19,17
851,19,2,9
852,20,13,15
853,6,14,10
854,9,12,20
855,9,12,2
856,12,14,12
857,12,5,17
858,18,15,20
859,20,3,10
860,4,18,15
861,2,5,18
862,3,19,20
863,7,1,13
864,4,9,17
865,3,14,10
866,5,11,16
867,17,3,20
868,16,20,20
869,4,13,19
870,12,15,4
871,17,6,20
872,4,3,13
873,7,20,13
874,7,13,14
875,17,6,2
876,9,3,6
877,9,2,14
878,14,3,8
879,12,15,2
880,4,7,16
881,4,9,17
882,11,5,17
883,20,9,3
884,11,10,15
885,19,18,3
886,15,14,18
887,20,6,15
888,3,11,19
889,15,1,13
890,2,15,16
891,17,19,15
892,2,7,15
893,16,1,20
894,16,13,20
895,8,2,8
896,13,15,2
897,17,5,18
898,5,3,9
899,9,8,16
900,11,4,1
901,16,18,3
902,19,5,12
903,18,10,5
904,12,16,12
905,17,19,20
906,8,4,11
907,19,9,1
908,12,6,15
909,5,3,19
910,13,15,13
911,16,8,2
912,17,3,19
913,11,1,13
914,10,2,4
915,16,20,3
916,18,5,11
917,13,5,2
918,6,10,10
919,20,12,9
920,7,5,2
921,17,10,10
922,5,16,10
923,18,7,10
924,20,20,9
925,17,10,15
926,1,18,6
927,14,2,16
928,12,11,19
929,1,11,19
930,9,9,1
931,11,1,8
932,9,16,1
933,1,20,6
934,6,9,12
935,13,13,5
936,19,19,18
937,13,12,16
