Date,red_sold,blue_sold,yellow_sold
1,9,19,7
2,1,17,13
3,18,18,3
4,8,9,20
5,15,17,20
6,11,18,16
7,18,4,12
8,17,17,4
9,1,7,10
10,17,14,17
11,5,19,19
12,5,1,13
13,19,14,7
14,7,7,2
15,20,1,12
16,11,4,11
17,13,6,15
18,11,13,18
19,2,12,10
20,17,1,19
21,1,14,1
22,16,11,14
23,2,3,2
24,17,16,5
25,14,7,7
26,20,12,14
27,11,19,3
28,20,9,9
29,16,10,7
30,17,15,11
31,18,18,2
32,4,3,7
33,13,6,10
34,18,16,16
35,6,14,4
36,19,15,6
37,17,15,17
38,14,3,2
39,14,18,7
40,3,19,18
41,10,6,4
42,14,10,1
43,20,4,5
44,6,17,19
45,17,5,14
46,16,12,10
47,10,5,13
48,12,10,2
49,17,18,4
50,17,9,19
51,15,19,7
52,3,8,7
53,18,1,4
54,10,20,14
55,16,16,10
56,4,12,15
57,10,6,19
58,4,12,1
59,11,11,3
60,17,13,10
61,18,20,16
62,14,20,12
63,14,14,11
64,7,6,5
65,4,3,2
66,13,7,6
67,13,14,14
68,2,5,18
69,6,5,18
70,9,19,15
71,17,12,3
72,7,12,3
73,1,11,16
74,6,8,13
75,10,14,4
76,3,1,9
77,19,15,1
78,15,4,20
79,13,4,19
80,4,13,3
81,17,1,7
82,16,10,9
83,7,7,8
84,19,9,13
85,8,7,20
86,8,18,20
87,8,10,1
88,10,6,1
89,2,18,13
90,16,13,20
91,5,8,10
92,6,7,16
93,15,1,18
94,3,4,10
95,8,1,20
96,1,5,5
97,8,5,3
98,16,8,16
99,4,6,14
100,20,17,1
101,3,10,10
102,8,14,13
103,2,6,19
104,12,18,20
105,1,15,2
106,16,7,13
107,20,8,14
108,15,18,14
109,19,15,9
110,8,20,16
111,5,20,14
112,16,5,5
113,8,3,19
114,5,14,14
115,16,8,18
116,5,17,16
117,11,4,14
118,8,15,17
119,19,14,20
120,7,14,14
121,16,10,8
122,10,3,14
123,1,20,20
124,18,7,14
125,18,11,10
126,15,18,6
127,9,13,13
128,9,12,17
129,6,18,17
130,18,2,20
131,8,19,3
132,20,11,7
133,4,20,8
134,19,2,18
135,1,20,19
136,5,5,13
137,16,13,18
138,10,16,4
139,5,9,17
140,8,14,1
141,15,5,1
142,16,18,9
143,20,18,14
144,17,20,18
145,2,14,6
146,5,20,13
147,8,15,18
148,18,1,17
149,10,16,7
150,11,5,6
151,8,13,17
152,7,10,11
153,16,19,8
154,11,2,20
155,8,8,19
156,15,19,18
157,7,3,17
158,16,2,17
159,5,19,13
160,5,19,9
161,19,2,2
162,19,4,10
163,15,8,6
164,2,3,15
165,18,1,17
166,12,6,19
167,12,8,2
168,11,2,1
169,17,17,12
170,7,14,19
171,7,5,5
172,5,18,3
173,12,1,18
174,8,11,6
175,15,12,19
176,15,13,2
177,5,11,15
178,4,2,9
179,12,9,6
180,14,5,13
181,10,16,18
182,15,11,14
183,16,6,8
184,16,10,13
185,13,4,8
186,15,9,19
187,7,4,7
188,6,20,14
189,11,7,16
190,6,15,6
191,11,18,4
192,9,19,1
193,5,19,2
194,16,9,14
195,8,7,2
196,12,20,6
197,10,9,12
198,2,13,13
199,2,16,10
200,8,15,16
201,10,1,5
202,2,12,3
203,6,17,13
204,6,15,12
205,9,2,19
206,14,10,13
207,16,16,16
208,11,14,8
209,10,14,9
210,10,3,16
211,3,7,5
212,16,4,15
213,4,11,16
214,2,14,19
215,12,20,2
216,17,19,5
217,8,9,1
218,4,11,4
219,6,20,19
220,10,4,11
221,6,8,4
222,16,7,18
223,3,18,10
224,10,13,18
225,7,7,10
226,7,11,20
227,14,11,8
228,16,3,8
229,19,2,3
230,4,3,4
231,6,11,6
232,4,9,3
233,8,15,7
234,20,1,5
235,9,20,7
236,5,13,15
237,1,12,16
238,6,6,19
239,9,2,20
240,19,9,11
241,4,7,11
242,15,10,6
243,7,20,1
244,11,11,16
245,19,9,7
246,7,6,14
247,6,6,9
248,14,2,13
249,13,2,17
250,6,18,18
251,17,12,1
252,2,5,5
253,7,14,5
254,4,5,10
255,3,16,16
256,13,13,5
257,18,16,1
258,5,6,19
259,5,16,20
260,6,1,6
261,12,17,2
262,18,6,9
263,19,2,7
264,2,15,20
265,3,1,18
266,12,4,9
267,12,11,2
268,20,11,15
269,13,8,19
270,18,4,6
271,3,12,14
272,18,5,6
273,13,10,12
274,14,13,18
275,17,13,17
276,11,12,18
277,17,19,10
278,14,13,16
279,18,3,14
280,6,4,20
281,14,15,12
282,19,16,13
283,7,2,10
284,1,13,18
285,5,6,15
286,2,3,4
287,8,14,18
288,19,10,17
289,9,4,3
290,16,5,5
291,15,1,17
292,18,17,19
293,17,19,13
294,18,15,18
295,2,3,19
296,20,18,14
297,20,19,1
298,4,1,7
299,18,17,10
300,7,4,16
301,15,20,15
302,11,18,9
303,4,10,4
304,10,12,7
305,6,5,16
306,12,12,19
307,12,9,18
308,16,11,20
309,4,7,4
310,14,4,5
311,4,2,19
312,17,20,15
313,3,2,6
314,15,11,2
315,10,12,16
316,14,14,7
317,18,8,9
318,8,17,9
319,8,15,17
320,17,17,6
321,2,15,17
322,15,13,1
323,2,14,6
324,7,17,5
325,7,1,5
326,17,8,9
327,5,5,14
328,8,9,20
329,1,14,9
330,7,18,1
331,8,8,5
332,14,17,6
333,15,6,13
334,9,1,17
335,4,19,14
336,16,12,17
337,15,20,16
338,4,7,11
339,4,8,10
340,12,13,2
341,1,8,12
342,8,9,4
343,7,20,19
344,7,3,14
345,9,20,18
346,10,15,3
347,6,16,5
348,8,15,6
349,16,3,4
350,2,3,20
351,18,10,18
352,4,18,16
353,7,11,4
354,16,11,7
355,3,19,8
356,8,14,20
357,7,8,14
358,16,2,3
359,13,6,9
360,8,2,10
361,7,1,16
362,5,19,2
363,16,5,18
364,16,13,14
365,15,9,13
366,3,15,4
367,14,5,8
368,2,4,19
369,4,3,17
370,14,20,13
371,18,3,9
372,11,7,18
373,16,6,16
374,17,18,14
375,10,16,1
376,19,3,1
377,7,2,9
378,7,11,13
379,5,11,16
380,11,4,3
381,13,16,15
382,9,2,15
383,2,15,15
384,3,17,15
385,12,19,9
386,6,3,20
387,2,10,14
388,13,18,14
389,17,7,9
390,11,13,19
391,19,11,2
392,18,20,1
393,8,15,2
394,1,16,14
395,20,15,15
396,17,13,14
397,3,1,11
398,16,4,20
399,19,11,17
400,11,12,6
401,14,1,16
402,19,6,19
403,15,4,6
404,14,16,4
405,20,14,9
406,20,15,11
407,20,4,12
408,18,18,12
409,10,10,11
410,2,9,7
411,4,15,10
412,11,5,16
413,12,15,19
414,8,17,16
415,18,15,12
416,3,20,8
417,5,17,12
418,18,16,2
419,11,15,15
420,20,10,8
421,18,14,16
422,9,12,7
423,7,15,11
424,10,11,7
425,20,17,20
426,5,20,11
427,3,8,12
428,1,16,16
429,3,12,4
430,19,8,15
431,2,13,4
432,17,2,11
433,11,4,7
434,12,17,18
435,16,7,18
436,5,16,9
437,20,20,19
438,2,4,16
439,3,6,13
440,12,5,11
441,18,1,8
442,16,12,2
443,18,1,20
444,10,11,10
445,15,8,11
446,5,17,1
447,15,19,14
448,15,2,11
449,3,16,13
450,6,18,3
451,13,5,3
452,12,2,14
453,1,17,13
454,4,1,3
455,3,3,8
456,6,14,14
457,15,18,2
458,2,12,16
459,18,10,19
460,11,8,3
461,10,11,16
462,12,5,8
463,1,5,17
464,4,5,16
465,12,10,15
466,3,13,2
467,15,20,10
468,8,3,3
469,14,10,5
470,6,11,16
471,1,4,9
472,20,1,11
473,11,19,5
474,8,18,2
475,11,13,19
476,17,12,13
477,8,17,4
478,17,4,6
479,6,19,14
480,4,3,4
481,18,6,11
482,14,19,1
483,11,4,15
484,3,20,20
485,18,2,18
486,5,19,10
487,6,6,12
488,13,5,2
489,10,11,3
490,7,16,1
491,13,18,15
492,9,3,15
493,3,12,20
494,10,10,14
495,18,15,1
496,10,11,4
497,6,13,18
498,19,19,3
499,12,8,5
500,15,10,8
501,2,3,13
502,4,9,19
503,4,13,5
504,10,2,12
505,17,7,16
506,11,5,6
507,3,7,3
508,12,12,15
509,10,5,2
510,5,1,7
511,18,1,16
512,5,14,9
513,9,11,6
514,7,14,1
515,1,16,1
516,1,13,18
517,5,6,2
518,8,17,15
519,17,7,13
520,14,10,9
521,1,3,2
522,15,18,13
523,2,9,16
524,16,5,7
525,10,19,12
526,19,14,13
527,14,16,10
528,12,13,19
529,17,7,3
530,15,13,9
531,16,9,11
532,9,14,11
533,20,12,16
534,16,18,14
535,13,17,6
536,16,1,16
537,7,18,4
538,14,9,19
539,3,12,6
540,4,19,16
541,10,14,8
542,17,12,2
543,17,13,1
544,17,14,17
545,10,14,3
546,6,1,16
547,9,13,11
548,9,1,19
549,15,4,14
550,5,7,10
551,13,20,11
552,17,2,15
553,8,13,17
554,3,6,9
555,17,4,7
556,12,6,10
557,10,14,18
558,17,5,7
559,1,20,11
560,16,18,6
561,3,14,20
562,15,13,10
563,16,7,4
564,4,1,10
565,12,1,10
566,16,8,16
567,3,3,9
568,14,1,4
569,3,9,18
570,19,9,1
571,19,5,9
572,10,20,15
573,3,5,16
574,2,3,6
575,13,8,16
576,20,11,17
577,9,5,1
578,16,11,2
579,1,2,9
580,4,20,4
581,16,4,3
582,16,4,9
583,11,15,8
584,14,5,20
585,14,4,19
586,1,19,11
587,1,14,13
588,7,1,9
589,18,10,11
590,19,6,10
591,18,13,19
592,2,4,20
593,18,2,11
594,6,3,5
595,16,20,14
596,12,1,12
597,2,9,12
598,8,17,6
599,13,17,3
600,5,18,10
601,19,7,8
602,9,10,5
603,15,2,18
604,12,20,7
605,7,5,13
606,14,7,16
607,15,4,3
