Date,red_sold,blue_sold,yellow_sold
1,16,1,18
2,8,6,8
3,17,5,3
4,5,5,2
5,14,17,12
6,5,18,4
7,11,5,19
8,4,16,2
9,16,20,8
10,3,17,10
11,9,18,8
12,14,12,20
13,4,5,4
14,5,2,10
15,3,16,5
16,2,10,5
17,11,8,9
18,19,8,16
19,13,6,2
20,13,1,9
21,10,16,8
22,3,11,7
23,12,18,5
24,18,1,4
25,17,14,11
26,7,15,8
27,3,12,2
28,16,10,12
29,19,3,8
30,12,8,6
31,6,1,6
32,18,17,15
33,4,14,19
34,14,7,2
35,2,11,10
36,20,11,2
37,17,15,13
38,8,10,6
39,12,20,8
40,17,15,13
41,17,7,7
42,20,12,11
43,12,16,6
44,8,10,13
45,17,18,14
46,19,13,6
47,7,9,6
48,1,15,14
49,1,5,12
50,13,15,1
51,8,5,12
52,9,4,3
53,7,18,7
54,13,15,7
55,19,6,20
56,20,4,11
57,12,9,5
58,9,17,16
59,16,3,3
60,18,18,12
61,10,3,17
62,7,14,20
63,7,14,17
64,1,4,2
65,1,9,7
66,20,7,15
67,11,13,8
68,1,12,19
69,8,15,10
70,17,11,3
71,3,9,9
72,15,18,19
73,3,4,9
74,10,1,9
75,13,2,13
76,16,17,12
77,17,7,1
78,9,6,2
79,17,12,14
80,13,14,9
81,2,20,4
82,18,5,9
83,1,13,12
84,17,4,4
85,10,18,17
86,6,9,1
87,18,18,13
88,14,12,1
89,15,17,9
90,3,3,13
91,9,4,4
92,2,16,1
93,19,19,15
94,15,8,6
95,8,18,7
96,19,4,19
97,9,17,19
98,20,7,15
99,7,20,8
100,6,4,4
101,9,8,3
102,11,14,20
103,14,1,15
104,20,1,13
105,10,7,12
106,20,8,8
107,18,2,12
108,4,19,4
109,18,7,11
110,13,18,10
111,2,10,11
112,15,5,14
113,19,2,15
114,2,10,2
115,7,1,11
116,3,9,18
117,1,14,6
118,14,16,19
119,17,2,1
120,7,2,1
121,10,13,4
122,14,6,20
123,4,9,10
124,20,9,10
125,5,13,20
126,6,14,10
127,16,10,12
128,18,19,4
129,16,11,10
130,15,3,15
131,4,3,5
132,8,18,11
133,12,14,18
134,14,19,2
135,17,12,9
136,6,2,1
137,5,8,8
138,12,14,8
139,9,7,15
140,10,13,16
141,11,18,9
142,18,16,16
143,5,10,13
144,16,1,10
145,6,10,15
146,10,5,12
147,5,18,9
148,10,9,4
149,8,1,3
150,12,14,18
151,18,1,19
152,11,3,13
153,5,15,16
154,4,14,3
155,12,17,2
156,13,18,15
157,11,16,20
158,11,8,8
159,10,6,9
160,19,20,10
161,13,16,10
162,14,19,12
163,4,15,7
164,12,14,12
165,10,14,14
166,3,2,17
167,6,13,1
168,3,14,5
169,10,17,2
170,20,11,14
171,15,12,18
172,8,4,15
173,10,20,6
174,19,9,3
175,13,15,14
176,15,1,18
177,9,10,4
178,18,10,3
179,12,18,14
180,8,11,16
181,8,8,19
182,14,1,17
183,13,6,7
184,1,8,8
185,18,9,11
186,6,4,19
187,6,3,18
188,12,12,19
189,16,4,10
190,3,14,9
191,15,3,5
192,8,7,16
193,11,9,13
194,9,14,15
195,2,18,3
196,19,2,14
197,5,2,1
198,20,5,18
199,10,14,15
200,13,14,20
201,20,13,5
202,16,18,16
203,10,4,6
204,17,13,15
205,11,9,4
206,14,19,2
207,11,5,16
208,19,5,18
209,5,1,11
210,20,4,16
211,13,7,18
212,7,19,15
213,2,3,9
214,8,4,12
215,2,11,9
216,5,5,2
217,5,1,8
218,11,13,14
219,5,14,9
220,10,4,15
221,9,3,18
222,10,2,15
223,17,2,16
224,19,4,14
225,13,17,13
226,9,9,10
227,13,16,3
228,4,4,6
229,1,17,5
230,5,8,16
231,9,6,19
232,14,20,9
233,14,8,16
234,17,4,10
235,17,10,13
236,9,4,13
237,17,14,17
238,19,11,13
239,15,2,20
240,6,15,19
241,10,14,16
242,10,14,14
243,19,20,4
244,16,12,14
245,2,14,7
246,13,12,16
247,6,4,7
248,1,5,6
249,10,1,11
250,14,4,13
251,14,15,5
252,14,13,20
253,11,8,12
254,4,19,17
255,4,5,13
256,3,15,13
257,18,20,15
258,18,6,14
259,20,14,8
260,9,9,19
261,7,8,15
262,8,1,16
263,11,12,5
264,18,16,11
265,5,1,3
266,20,6,12
267,10,10,17
268,16,16,7
269,10,20,1
270,11,4,6
271,6,5,8
272,5,3,7
273,5,9,1
274,20,8,16
275,10,14,2
276,18,5,2
277,8,11,14
278,16,10,6
279,11,18,5
280,13,3,9
281,14,17,18
282,12,12,14
283,5,17,8
284,9,18,11
285,18,11,15
286,14,3,17
287,3,11,2
288,12,19,18
289,2,3,10
290,9,13,18
291,1,9,7
292,14,12,6
293,5,3,9
294,16,3,20
295,19,18,8
296,1,7,14
297,11,16,1
298,4,1,17
299,16,6,6
300,12,15,17
301,8,14,20
302,17,17,17
303,14,18,19
304,12,16,8
305,18,5,15
306,11,1,13
307,15,5,14
308,7,9,9
309,4,20,1
310,1,20,3
311,9,8,18
312,1,12,1
313,1,7,8
314,20,16,15
315,10,14,15
316,15,8,18
317,14,15,2
318,15,14,13
319,4,18,1
320,10,7,17
321,4,19,15
322,3,11,2
323,20,1,3
324,16,11,17
325,9,16,18
326,10,17,12
327,3,4,16
328,4,19,17
329,8,15,12
330,3,3,12
331,16,20,2
332,14,15,8
333,19,2,16
334,7,5,11
335,14,1,1
336,19,5,14
337,20,3,18
338,5,15,4
339,5,11,14
340,5,5,8
341,16,20,1
342,17,19,7
343,2,12,1
344,4,13,18
345,8,3,11
346,10,6,20
347,4,8,15
348,6,1,1
349,10,15,12
350,15,2,1
351,16,16,8
352,12,1,7
353,13,1,4
354,12,15,18
355,4,17,11
356,8,11,18
357,3,6,7
358,12,9,16
359,5,18,6
360,8,5,11
361,11,19,15
362,9,5,17
363,9,13,5
364,16,6,4
365,4,15,7
366,15,4,19
367,10,17,19
368,5,11,10
369,3,13,2
370,10,2,12
371,8,3,8
372,2,14,9
373,13,17,2
374,13,1,4
375,11,13,19
376,17,14,15
377,3,11,2
378,8,15,5
379,11,11,19
380,7,11,15
381,16,15,7
382,16,19,18
383,15,2,4
384,9,16,1
385,18,13,18
386,16,13,7
