Date,red_sold,blue_sold,yellow_sold
1,10,18,11
2,8,15,16
3,12,16,10
4,11,16,4
5,18,1,1
6,20,8,15
7,20,13,17
8,5,19,17
9,4,8,7
10,3,2,11
11,4,7,18
12,7,4,20
13,15,7,13
14,4,10,11
15,2,11,2
16,13,14,4
17,8,15,15
18,7,2,1
19,6,8,4
20,15,7,8
21,5,18,10
22,15,20,19
23,7,5,11
24,15,16,20
25,6,8,3
26,18,2,4
27,2,13,4
28,11,19,1
29,8,13,1
30,17,1,6
31,18,6,12
32,8,12,15
33,20,3,13
34,11,8,7
35,11,12,19
36,1,10,8
37,18,18,18
38,5,11,17
39,1,9,7
40,20,16,9
41,11,16,20
42,18,8,8
43,7,13,6
44,2,5,1
45,16,7,16
46,16,20,5
47,6,5,1
48,4,13,18
49,7,7,12
50,17,1,1
51,2,11,12
52,20,16,19
53,1,3,20
54,20,18,4
55,10,1,16
56,20,4,13
57,8,7,6
58,2,14,2
59,3,17,9
60,7,9,7
61,1,19,7
62,10,1,16
63,2,13,7
64,7,17,14
65,18,5,16
66,1,8,9
67,16,13,19
68,19,14,13
69,6,15,9
70,16,16,17
71,8,8,8
72,3,18,19
73,14,7,13
74,15,7,2
75,12,19,8
76,12,11,1
77,1,8,16
78,1,18,15
79,13,14,13
80,13,3,12
81,5,9,8
82,12,4,2
83,2,15,17
84,13,14,19
85,19,15,3
86,5,6,18
87,5,4,20
88,19,13,15
89,4,2,20
90,2,17,1
91,4,7,1
92,18,17,14
93,7,19,1
94,20,9,3
95,12,13,20
96,2,5,9
97,14,16,10
98,19,17,5
99,19,15,13
100,8,8,9
101,12,13,6
102,19,4,15
103,12,10,7
104,6,19,5
105,15,19,1
106,16,17,20
107,15,13,4
108,18,19,12
109,3,12,4
110,16,12,10
111,17,12,10
112,13,14,20
113,19,13,12
114,4,7,4
115,8,6,11
116,3,18,20
117,16,12,16
118,20,10,10
119,18,18,19
120,15,16,8
121,18,14,9
122,15,17,20
123,14,1,11
124,3,2,15
125,2,16,18
126,2,19,13
127,12,3,10
128,5,5,3
129,15,16,5
130,5,19,7
131,6,13,13
132,5,12,13
133,20,4,20
134,11,15,14
135,17,4,2
136,14,11,17
137,9,8,12
138,6,8,3
139,6,6,13
140,12,10,3
141,10,7,15
142,19,6,14
143,20,16,10
144,16,14,6
145,10,19,6
146,14,17,7
147,12,17,9
148,1,1,19
149,5,8,1
150,16,17,12
151,16,7,2
152,18,5,9
153,13,6,20
154,5,16,15
155,10,4,16
156,15,2,15
157,16,11,3
158,7,3,18
159,5,19,19
160,4,12,12
161,20,15,19
162,16,5,12
163,19,11,1
164,17,18,15
165,16,13,17
166,20,14,17
167,14,6,11
168,20,12,19
169,17,10,19
170,19,15,7
171,3,17,1
172,1,5,10
173,14,14,3
174,4,15,13
175,16,5,15
176,7,10,1
177,20,9,2
178,14,16,2
179,11,6,3
180,17,14,7
181,18,19,19
182,13,1,6
183,18,2,8
184,4,7,9
185,16,12,3
186,10,6,5
187,16,13,13
188,17,8,17
189,1,1,18
190,18,18,11
191,4,5,16
192,5,15,6
193,9,10,19
194,19,15,19
195,6,17,3
196,2,4,20
197,3,3,1
198,8,8,19
199,3,11,11
200,18,15,4
201,4,2,19
202,15,17,17
203,14,13,2
204,5,5,1
205,12,10,9
206,15,10,9
207,4,7,15
208,14,20,2
209,2,3,2
210,20,18,9
211,19,20,4
212,16,7,1
213,19,3,13
214,14,18,1
215,13,19,19
216,8,9,14
217,18,19,15
218,8,7,11
219,6,16,4
220,18,9,8
221,5,13,13
222,5,16,10
223,2,11,11
224,9,5,7
225,1,20,1
226,15,14,9
227,20,5,14
228,16,10,11
229,8,3,7
230,6,2,11
231,10,19,2
232,7,16,3
233,9,13,3
234,2,9,17
235,8,3,17
236,7,3,2
237,17,10,4
238,13,17,4
239,8,2,11
240,2,4,7
241,19,13,2
242,3,18,11
243,10,3,9
244,7,9,13
245,6,16,19
246,18,12,18
247,9,16,14
248,7,13,18
249,2,13,11
250,2,3,3
251,11,9,9
252,11,5,3
253,12,13,17
254,3,17,18
255,17,16,20
256,9,1,10
257,11,7,17
258,16,1,3
259,6,3,15
260,18,6,13
261,6,1,7
262,13,14,16
263,3,8,14
264,15,15,11
265,12,8,16
266,17,2,16
267,7,15,6
268,3,1,14
269,8,1,4
270,3,12,20
271,17,17,3
272,19,3,12
273,10,15,7
274,4,11,2
275,12,19,14
276,3,19,10
277,11,16,7
278,1,3,7
279,15,2,9
280,2,17,2
281,6,8,20
282,3,4,18
283,1,9,2
284,7,9,1
285,9,6,6
286,14,13,10
287,11,10,19
288,14,1,11
289,20,15,12
290,16,2,12
291,16,3,18
292,5,2,11
293,19,3,14
294,7,6,10
295,4,1,14
296,15,4,15
297,18,4,4
298,19,17,12
299,10,9,5
300,18,5,1
301,4,6,14
302,9,20,18
303,5,8,2
304,1,15,6
305,12,18,4
306,10,13,11
307,16,16,4
308,17,4,1
309,9,14,17
310,1,10,10
311,14,6,13
312,17,7,1
313,5,9,11
314,10,12,11
315,18,8,7
316,17,6,4
317,15,18,12
318,16,7,17
319,18,5,15
320,13,20,20
321,6,13,9
322,14,9,5
323,18,15,2
324,2,10,19
325,3,13,8
326,9,15,11
327,2,5,8
328,16,17,2
329,5,14,7
330,11,12,2
331,18,18,11
332,2,2,14
333,15,10,14
334,20,15,10
335,17,3,4
336,4,11,13
337,10,15,15
338,14,10,5
339,2,10,20
340,12,3,18
341,8,11,13
342,2,12,4
343,5,6,7
344,2,8,13
345,18,10,1
346,1,16,3
347,18,7,7
348,8,10,4
349,10,15,17
350,3,12,1
351,15,15,6
352,13,16,14
353,19,13,5
354,7,16,4
355,13,1,8
356,17,15,19
357,12,3,5
358,19,6,16
359,7,8,11
360,7,19,12
361,7,13,13
362,7,7,8
363,8,8,7
364,18,18,19
365,13,20,10
366,3,17,18
367,17,4,5
368,12,6,18
369,14,2,20
370,16,11,14
371,15,7,18
372,10,5,4
373,10,6,4
374,19,11,10
375,8,7,1
376,18,8,14
377,7,15,5
378,14,15,1
379,14,2,15
380,10,13,9
381,18,8,1
382,17,9,5
383,14,2,1
384,20,4,7
385,7,18,3
386,14,12,14
387,4,8,19
388,4,17,1
389,12,2,20
390,14,3,18
391,2,12,11
392,8,8,4
393,16,2,1
394,11,14,12
395,10,4,4
396,14,7,20
397,12,18,8
398,7,17,12
399,10,9,7
400,15,2,10
401,16,12,6
402,4,15,20
403,13,4,14
404,3,12,15
405,2,17,6
406,19,20,15
407,5,15,20
408,1,14,18
409,17,10,17
410,4,2,3
411,2,2,16
412,7,3,12
413,17,2,17
414,3,4,14
415,1,8,18
416,12,9,1
417,19,13,7
418,18,15,10
419,17,4,6
420,1,19,1
421,1,14,13
422,5,9,7
423,1,11,12
424,7,11,10
425,8,15,15
426,7,19,18
427,2,10,5
428,1,5,12
429,14,11,13
430,19,11,2
431,11,17,11
432,11,1,18
433,9,18,6
434,9,9,13
435,12,19,16
436,15,18,2
437,7,2,2
438,16,3,6
439,19,4,7
440,9,4,18
441,1,12,2
442,17,16,12
443,10,4,16
444,8,1,8
445,10,6,5
446,5,13,4
447,4,6,10
448,19,4,10
449,3,9,3
450,4,9,10
451,10,2,19
452,5,11,16
453,6,18,1
454,13,17,11
455,7,15,16
456,11,14,2
457,1,13,8
458,7,17,5
459,10,15,18
460,7,4,7
461,12,12,3
462,10,7,16
463,15,2,6
464,4,8,1
465,1,17,4
466,13,15,12
467,12,4,15
468,1,12,4
469,9,4,1
470,2,20,8
471,15,16,10
472,6,17,6
473,9,16,6
474,6,4,7
475,8,6,13
476,4,10,8
477,10,13,9
478,16,4,5
479,12,4,17
480,19,18,19
481,10,13,13
482,18,10,5
483,20,13,19
484,3,4,3
485,10,17,19
486,14,19,3
487,10,19,8
488,19,2,13
489,20,11,4
490,1,15,13
491,11,5,17
492,14,10,18
493,9,9,5
494,3,19,16
495,16,5,11
496,8,11,10
497,4,18,14
498,7,4,15
499,14,10,7
500,10,2,10
501,17,3,11
502,15,20,12
503,20,3,6
504,10,8,13
505,7,14,1
506,8,2,7
507,5,7,6
508,8,10,9
509,17,11,8
510,12,9,16
511,10,11,16
512,19,7,18
513,20,4,9
514,4,20,13
515,11,18,10
516,6,14,5
517,17,2,15
518,4,4,20
519,8,14,10
520,10,12,3
521,5,14,10
522,14,6,14
523,20,12,19
524,14,11,16
525,16,13,10
526,12,4,13
527,5,16,17
528,18,12,11
529,10,19,7
530,10,17,11
531,9,8,16
532,12,9,18
533,13,4,4
534,6,1,6
535,16,2,7
536,13,19,7
537,11,5,11
538,17,12,19
539,1,6,8
540,10,20,4
541,8,5,10
542,5,11,8
543,1,9,2
544,6,20,4
545,16,18,19
546,12,9,12
547,16,18,5
548,9,2,6
549,18,6,8
550,8,9,13
551,5,16,6
552,19,18,1
553,18,2,20
554,1,2,15
555,11,4,8
556,12,3,1
557,9,13,19
558,5,9,20
559,19,7,19
560,8,18,11
561,18,14,5
562,14,20,14
563,2,13,16
564,7,2,17
565,18,9,7
566,18,7,5
567,7,16,15
568,16,13,15
569,19,15,6
570,17,17,5
571,10,9,5
572,14,14,3
573,2,4,10
574,5,20,14
575,18,20,4
576,19,18,15
577,4,2,12
578,17,19,17
579,9,14,4
580,15,3,19
581,13,20,17
582,6,4,5
583,20,4,10
584,14,11,9
585,17,6,9
586,17,15,6
587,9,4,10
588,17,15,11
589,2,14,6
590,17,5,15
591,4,8,3
592,10,1,8
593,6,19,4
594,20,17,7
595,5,20,19
596,19,9,13
597,10,20,19
598,16,12,5
599,4,6,10
600,20,3,10
601,9,17,2
602,10,3,7
603,7,14,7
604,8,6,1
605,5,7,11
606,13,9,14
607,12,5,7
608,19,6,19
609,9,11,9
610,19,7,3
611,8,11,9
612,18,6,15
613,3,3,10
614,16,8,7
615,19,9,1
616,4,17,14
617,7,10,7
618,4,13,15
619,2,5,14
620,10,2,9
621,8,7,13
622,6,12,14
623,9,10,18
624,19,15,9
625,10,6,12
626,2,20,13
627,10,19,15
628,18,18,4
629,8,7,18
630,16,4,7
631,8,17,19
632,17,12,15
633,4,5,12
634,12,8,20
635,17,16,11
636,6,5,11
637,17,15,1
638,3,10,11
639,8,8,16
640,16,5,7
641,5,9,20
642,15,9,11
643,2,16,9
644,9,15,6
645,6,6,11
646,8,4,3
647,14,12,5
648,11,14,3
649,4,3,12
650,16,20,16
651,2,19,14
652,2,3,7
653,5,7,7
654,20,1,7
655,19,9,5
656,12,11,19
657,12,2,3
658,12,10,15
659,14,12,7
660,12,17,15
661,3,18,14
662,7,2,12
663,5,8,16
664,20,4,5
665,3,8,7
666,5,7,1
667,13,17,6
668,16,8,12
669,17,14,1
670,9,13,3
671,14,14,8
672,4,14,15
673,16,7,14
674,1,17,6
675,2,8,19
676,20,3,20
677,8,7,3
678,2,10,6
679,9,19,20
680,16,8,9
681,15,9,11
682,4,5,10
683,4,14,12
684,15,16,17
685,3,9,20
686,20,19,4
687,4,9,16
688,18,1,20
689,4,8,5
690,18,2,5
691,7,13,3
692,7,10,15
693,12,1,17
694,20,2,2
695,3,19,12
696,19,8,3
697,20,10,1
698,8,13,3
699,13,17,3
700,15,4,12
701,2,14,16
702,1,19,5
703,11,13,8
704,1,7,2
705,10,11,3
706,8,4,7
707,17,2,13
708,5,3,9
709,13,3,5
710,20,16,7
711,9,19,5
712,6,6,3
713,10,13,5
714,16,4,10
715,18,10,10
716,1,1,4
717,4,18,1
718,9,19,6
719,6,5,12
720,5,4,3
721,13,16,7
722,8,1,6
723,14,7,8
724,2,11,19
725,14,16,11
726,6,13,18
727,20,15,10
728,20,11,15
729,5,6,11
730,10,15,9
731,10,13,9
732,10,6,11
733,11,17,4
734,2,14,13
