Date,red_sold,blue_sold,yellow_sold
1,7,4,10
2,11,1,19
3,12,14,19
4,3,5,10
5,18,16,12
6,18,6,11
7,8,12,13
8,10,5,12
9,19,14,10
10,1,8,20
11,2,13,18
12,20,9,12
13,3,12,16
14,2,16,15
15,12,12,6
16,13,20,19
17,19,20,17
18,6,9,3
19,7,11,3
20,17,2,13
21,18,2,13
22,3,7,4
23,7,5,4
24,18,1,1
25,17,17,6
26,1,20,18
27,14,1,12
28,16,11,12
29,5,4,3
30,6,5,8
31,11,14,4
32,15,7,8
33,6,5,12
34,5,16,15
35,4,14,18
36,14,11,1
37,15,2,13
38,15,1,19
39,6,1,13
40,1,10,15
41,16,3,1
42,17,12,12
43,2,13,8
44,11,20,3
45,16,7,9
46,1,19,17
47,2,12,8
48,18,20,4
49,9,2,11
50,3,15,17
51,10,12,8
52,17,1,13
53,6,17,19
54,15,12,14
55,14,9,20
56,20,13,2
57,16,6,2
58,5,19,11
59,18,14,16
60,14,6,20
61,20,18,13
62,13,9,10
63,20,20,9
64,1,15,9
65,3,11,6
66,2,16,13
67,19,13,15
68,10,15,3
69,3,14,19
70,12,4,2
71,11,15,3
72,10,7,6
73,12,4,15
74,6,17,13
75,13,6,20
76,20,10,9
77,14,17,16
78,1,1,17
79,11,12,14
80,19,10,2
81,7,16,1
82,8,4,15
83,10,16,14
84,13,7,8
85,16,14,15
86,4,14,19
87,10,1,13
88,4,4,19
89,18,8,8
90,4,12,14
91,17,20,20
92,17,10,13
93,9,6,9
94,10,17,16
95,19,17,9
96,1,5,18
97,16,9,13
98,6,20,18
99,16,12,5
100,10,12,2
101,3,17,1
102,18,6,2
103,2,16,16
104,3,8,16
105,4,9,4
106,19,19,12
107,7,12,8
108,16,7,14
109,13,19,17
110,7,7,3
111,19,19,16
112,2,18,6
113,5,1,17
114,11,19,8
115,4,18,15
116,4,13,17
117,16,16,13
118,4,12,20
119,2,10,17
120,4,12,3
121,8,17,6
122,19,9,7
123,2,5,13
124,11,9,18
125,13,5,20
126,8,11,14
127,19,9,7
128,5,4,13
129,5,2,9
130,6,19,2
131,9,7,4
132,7,7,19
133,13,4,17
134,14,6,7
135,20,20,3
136,6,18,15
137,9,17,14
138,9,1,19
139,9,18,8
140,18,8,14
141,19,18,5
142,9,16,6
143,20,1,18
144,13,6,15
145,18,4,4
146,14,10,16
147,16,4,4
148,19,10,11
149,19,3,6
150,10,5,6
151,15,1,8
152,2,20,6
153,4,9,4
154,15,20,17
155,12,18,16
156,8,3,18
157,17,12,4
158,1,8,12
159,18,11,20
160,20,20,2
161,13,11,9
162,10,6,9
163,19,13,1
164,4,1,7
165,9,13,17
166,15,3,20
167,16,2,6
168,20,20,11
169,5,5,10
170,14,10,2
171,4,20,20
172,1,17,9
173,20,8,3
174,10,18,2
175,16,19,10
176,20,8,10
177,12,13,20
178,16,1,18
179,7,11,14
180,10,12,5
181,10,15,11
182,1,14,4
183,12,6,15
184,12,12,16
185,2,10,2
186,11,12,16
187,16,4,13
188,11,15,2
189,5,2,19
190,9,12,19
191,10,8,20
192,5,11,19
193,1,7,20
194,11,19,3
195,2,6,8
196,1,14,10
197,18,2,10
198,12,16,10
199,18,15,11
200,3,4,14
201,14,9,19
202,4,5,11
203,1,15,11
204,10,11,19
205,12,16,11
206,11,9,16
207,1,17,15
208,11,17,19
209,10,11,17
210,19,11,1
211,7,17,3
212,12,3,10
213,1,9,11
214,8,7,12
215,16,19,6
216,1,3,11
217,11,8,7
218,18,15,10
219,7,5,15
220,1,4,12
221,14,6,3
222,13,1,19
223,4,11,5
224,16,1,15
225,20,7,18
226,17,17,20
227,17,15,5
228,18,17,8
229,9,18,16
230,12,16,1
231,8,4,5
232,14,9,19
233,17,9,12
234,6,4,6
235,3,5,1
236,15,14,6
237,8,18,17
238,16,6,6
239,2,6,18
240,5,16,2
241,11,8,12
242,18,5,9
243,3,2,15
244,5,19,8
245,17,18,11
246,7,15,19
247,10,6,12
248,19,7,15
249,9,19,4
250,1,14,19
251,9,16,13
252,13,7,9
253,16,12,19
254,13,15,10
255,5,19,8
256,6,10,15
257,9,1,4
258,11,6,7
259,11,18,17
260,5,12,5
261,2,12,9
262,2,12,16
263,19,8,19
264,1,5,10
265,10,17,9
266,5,20,4
267,13,10,19
268,19,6,9
269,8,3,2
270,15,10,15
271,12,8,20
272,11,4,15
273,2,19,16
274,14,1,20
275,8,19,5
276,13,1,8
277,1,19,19
278,20,16,13
279,1,13,9
280,12,9,20
281,4,1,1
282,7,3,8
283,7,9,5
284,19,13,1
285,14,1,2
286,8,11,5
287,2,4,19
288,4,13,20
289,19,5,6
290,18,5,19
291,7,7,15
292,6,3,15
293,9,18,9
294,1,5,2
295,12,19,13
296,18,20,17
297,9,2,5
298,16,10,8
299,19,3,14
300,3,15,12
301,10,1,5
302,19,5,15
303,5,6,8
304,19,13,10
305,9,14,3
306,9,6,1
307,12,4,2
308,15,11,3
309,9,13,16
310,8,18,2
311,17,6,4
312,16,19,15
313,3,8,14
314,1,15,3
315,19,7,19
316,11,3,5
317,17,9,19
318,16,13,10
319,3,13,12
320,10,18,13
321,14,8,2
322,2,11,4
323,13,14,7
324,13,10,13
325,5,6,12
326,2,9,9
327,12,7,11
328,6,8,5
329,17,6,4
330,12,12,19
331,8,3,14
332,14,2,5
333,5,13,6
334,8,13,18
335,5,17,8
336,10,1,16
337,9,16,8
338,11,18,11
339,19,8,7
340,20,13,16
341,19,5,9
342,17,18,8
343,20,4,7
344,1,15,1
345,8,14,20
346,6,16,11
347,16,2,9
348,13,1,15
349,7,20,15
350,7,11,18
351,14,14,18
352,9,16,17
353,17,1,3
354,13,14,10
355,18,15,6
356,10,5,18
357,7,15,1
358,4,5,12
359,19,1,12
360,17,17,19
361,4,18,6
362,5,16,16
363,4,20,3
364,18,10,11
365,17,9,7
366,13,20,8
367,17,5,3
368,14,11,13
369,19,19,6
370,19,18,15
371,18,16,20
372,6,8,5
373,14,2,18
374,7,20,2
375,16,6,17
376,16,5,13
377,2,12,11
378,16,17,3
379,19,3,15
380,3,9,9
381,10,17,7
382,10,13,18
383,10,19,18
384,4,7,10
385,6,2,8
386,1,10,3
387,5,17,15
388,10,6,6
389,17,8,11
390,9,3,6
391,3,12,20
392,2,16,4
393,11,7,6
394,7,18,18
395,13,16,14
396,7,20,20
397,13,19,15
398,20,11,20
399,17,14,10
400,5,5,1
401,8,11,4
402,19,8,5
403,3,11,8
404,7,7,2
405,18,18,11
406,8,15,13
407,3,12,17
408,3,5,20
409,1,7,19
410,2,19,7
411,11,4,3
412,1,14,4
413,16,19,15
414,12,17,8
415,8,7,17
416,1,17,7
417,8,7,5
418,19,11,12
419,15,17,6
420,1,4,9
421,2,5,4
422,7,12,5
423,3,12,8
424,13,3,6
425,16,14,4
426,13,11,10
427,19,1,3
428,13,4,1
429,9,15,15
430,20,8,2
431,16,19,11
432,14,11,5
433,12,8,19
434,2,4,15
435,7,14,8
436,10,12,6
437,13,20,5
438,5,8,1
439,3,9,18
440,2,13,8
441,4,8,6
442,14,15,5
443,1,13,14
444,11,2,5
445,7,15,13
446,5,14,20
447,12,7,18
448,2,5,16
449,14,2,4
450,12,11,18
451,6,14,14
452,7,15,12
453,11,9,1
454,1,10,14
455,12,18,11
456,14,16,9
457,5,12,19
458,12,17,20
459,11,6,3
460,12,11,18
461,7,15,9
462,20,10,11
463,2,11,18
464,15,2,15
465,11,9,14
466,5,10,5
467,14,14,13
468,20,8,19
469,11,7,18
470,6,3,11
471,19,5,3
472,8,10,4
473,7,15,16
474,6,16,17
475,8,12,8
476,14,3,20
477,2,4,19
478,14,18,20
479,10,8,9
480,11,8,9
481,6,5,4
482,18,2,7
483,6,11,19
484,20,1,19
485,4,1,12
486,9,17,3
487,13,17,5
488,6,20,13
489,19,12,9
490,10,19,1
491,14,15,1
492,13,16,8
493,19,1,9
494,6,18,18
495,12,19,6
496,15,14,20
497,14,16,3
498,5,9,14
499,20,20,3
500,10,19,14
501,15,5,7
502,15,13,17
503,7,8,19
504,4,5,12
