Date,red_sold,blue_sold,yellow_sold
1,18,19,18
2,11,5,18
3,8,2,8
4,17,14,12
5,19,2,12
6,3,3,11
7,7,10,12
8,11,3,16
9,4,11,2
10,13,5,2
11,2,11,14
12,17,7,2
13,4,17,9
14,13,2,14
15,7,9,8
16,13,16,2
17,2,13,11
18,1,17,9
19,7,7,14
20,12,6,2
21,20,17,6
22,3,14,4
23,10,18,14
24,13,10,6
25,6,7,15
26,11,12,5
27,8,20,5
28,14,4,14
29,5,8,13
30,17,9,4
31,19,17,7
32,7,9,15
33,4,3,8
34,20,5,3
35,3,8,2
36,17,9,4
37,19,12,13
38,20,13,2
39,6,9,1
40,17,19,4
41,9,14,17
42,16,13,18
43,5,10,18
44,4,9,5
45,9,5,3
46,10,3,3
47,1,12,14
48,13,16,6
49,1,2,10
50,13,6,2
51,19,2,7
52,14,15,17
53,10,16,10
54,14,1,4
55,15,9,14
56,13,11,1
57,10,9,14
58,15,4,1
59,12,19,8
60,15,15,7
61,20,6,17
62,12,18,10
63,10,4,6
64,13,9,14
65,6,13,11
66,14,17,8
67,11,8,6
68,13,8,7
69,7,18,6
70,13,3,13
71,11,19,16
72,11,20,5
73,4,13,5
74,15,7,9
75,3,2,12
76,10,3,14
77,17,3,6
78,17,8,12
79,3,17,1
80,20,14,1
81,7,9,10
82,13,7,11
83,4,17,5
84,5,8,1
85,17,13,4
86,2,18,20
87,19,2,14
88,8,19,7
89,12,12,13
90,13,5,16
91,20,16,2
92,2,19,13
93,6,8,2
94,17,16,16
95,20,3,1
96,5,19,17
97,20,4,9
98,8,11,15
99,1,17,18
100,3,17,10
101,6,20,9
102,2,9,16
103,11,15,16
104,6,18,18
105,2,19,5
106,6,17,7
107,17,8,12
108,13,5,6
109,10,15,3
110,10,3,17
111,9,20,8
112,4,12,5
113,6,10,4
114,18,6,8
115,4,15,2
116,3,1,7
117,12,14,6
118,5,14,9
119,14,4,5
120,2,14,10
121,19,9,3
122,10,4,9
123,14,18,3
124,12,6,17
125,9,19,8
126,6,1,2
127,8,3,20
128,4,12,13
129,19,18,7
130,10,10,13
131,7,15,3
132,13,11,1
133,13,11,6
134,16,16,11
135,3,16,17
136,15,1,4
137,2,1,6
138,4,5,14
139,3,17,3
140,11,11,6
141,13,10,7
142,13,5,1
143,12,1,19
144,16,20,19
145,6,4,12
146,2,14,19
147,11,5,5
148,2,1,9
149,1,3,18
150,18,18,19
151,19,16,20
152,8,17,3
153,2,18,1
154,14,12,10
155,20,1,3
156,8,2,4
157,4,6,10
158,10,5,9
159,1,7,5
160,11,2,8
161,7,8,5
162,13,17,7
163,4,10,1
164,11,19,1
165,7,18,16
166,6,3,13
167,15,6,15
168,17,19,20
169,6,4,5
170,19,10,16
171,16,11,4
172,1,10,5
173,5,12,6
174,18,5,2
175,15,11,1
176,7,6,13
177,4,18,6
178,8,10,7
179,10,4,8
180,11,9,5
181,7,4,1
182,10,19,7
183,19,13,17
184,4,6,13
185,13,16,15
186,10,17,2
187,11,15,11
188,15,16,13
189,11,18,10
190,5,11,10
191,5,16,20
192,8,4,3
193,6,8,1
194,17,13,12
195,13,1,18
196,11,15,16
197,16,6,2
198,6,17,3
199,8,19,11
200,9,8,9
201,20,17,4
202,3,9,1
203,17,20,10
204,15,1,2
205,11,10,9
206,11,17,13
207,1,1,19
208,19,18,11
209,14,7,7
210,10,14,3
211,17,2,20
212,9,18,13
213,3,14,16
214,13,8,8
215,3,2,17
216,7,7,11
217,9,6,10
218,19,16,3
219,2,19,7
220,2,14,7
221,18,11,8
222,16,3,17
223,12,15,15
224,4,13,17
225,4,17,11
226,13,11,20
227,6,8,3
228,9,9,12
229,6,9,6
230,1,5,1
231,12,3,9
232,18,3,1
233,4,3,11
234,14,13,16
235,18,9,17
236,3,11,12
237,16,11,11
238,13,16,3
239,16,16,18
240,11,2,18
241,8,2,7
242,2,3,3
243,10,10,1
244,7,5,18
245,3,16,15
246,18,18,9
247,9,4,17
248,19,17,18
249,5,11,12
250,6,5,7
251,3,2,20
252,18,5,19
253,18,15,11
254,3,9,5
255,2,9,17
256,19,2,4
257,2,13,6
258,19,16,12
259,17,5,4
260,16,6,8
261,14,12,6
262,1,17,12
263,13,19,11
264,7,20,3
265,11,12,8
266,7,8,10
267,14,11,13
268,16,19,2
269,18,20,11
270,1,18,20
