Date,red_sold,blue_sold,yellow_sold
1,4,5,3
2,10,12,15
3,20,13,5
4,13,16,6
5,20,8,10
6,8,18,15
7,4,1,19
8,19,18,7
9,7,17,1
10,6,1,11
11,17,16,2
12,14,10,15
13,8,18,9
14,6,17,5
15,20,19,13
16,3,8,8
17,11,8,4
18,4,13,17
19,3,11,2
20,15,17,2
21,16,15,16
22,6,18,18
23,10,19,16
24,15,1,20
25,3,19,7
26,12,18,1
27,3,6,2
28,18,15,3
29,19,5,1
30,12,11,16
31,6,5,18
32,12,19,19
33,15,5,12
34,13,13,19
35,16,7,10
36,16,10,1
37,16,7,3
38,2,16,1
39,5,9,3
40,10,14,17
41,3,12,2
42,9,8,16
43,10,17,6
44,16,10,4
45,2,19,20
46,7,19,11
47,10,2,17
48,4,14,1
49,16,15,11
50,3,1,14
51,18,3,9
52,9,18,16
53,10,16,6
54,18,1,4
55,10,17,8
56,17,12,7
57,2,16,16
58,11,5,16
59,14,11,15
60,17,16,10
61,3,7,16
62,14,2,3
63,11,5,6
64,14,3,18
65,7,16,12
66,15,1,9
67,13,2,5
68,9,8,20
69,19,12,17
70,13,6,1
71,16,5,7
72,3,8,12
73,9,20,18
74,5,9,19
75,13,12,12
76,12,4,16
77,9,4,2
78,14,9,19
79,15,16,13
80,11,11,7
81,14,20,8
82,9,10,17
83,2,9,7
84,8,19,7
85,11,19,20
86,2,15,5
87,12,1,6
88,4,20,5
89,17,9,19
90,9,10,8
91,2,6,4
92,5,11,9
93,2,3,1
94,9,15,10
95,12,6,13
96,5,19,10
97,12,2,17
98,15,3,11
99,11,12,18
100,11,11,2
101,8,9,18
102,12,14,1
103,7,8,1
104,14,7,3
105,2,10,17
106,12,7,12
107,18,20,8
108,3,2,4
109,15,2,17
110,2,9,20
111,6,18,18
112,11,20,16
113,6,19,17
114,17,15,6
115,19,5,4
116,13,9,7
117,7,12,13
118,12,4,7
119,4,4,20
120,18,5,17
121,17,12,6
122,2,17,14
123,1,8,2
124,20,11,6
125,17,19,17
126,14,19,16
127,12,17,10
128,2,16,14
129,19,8,16
130,6,7,10
131,2,4,8
132,10,14,16
133,13,7,12
134,18,10,9
135,15,20,5
136,4,15,11
137,13,10,13
138,12,13,14
139,6,17,5
140,2,3,20
141,6,8,5
142,7,17,16
143,10,6,20
144,9,16,14
145,19,9,1
146,3,16,3
147,16,4,10
148,8,11,19
149,5,9,6
150,15,4,19
151,2,12,6
152,16,20,14
153,5,18,13
154,3,20,12
155,10,17,1
156,11,6,3
157,14,13,20
158,9,2,3
159,12,7,14
160,15,17,20
161,4,19,19
162,3,4,3
163,13,13,8
164,3,13,13
165,20,5,13
166,10,3,5
167,16,14,3
168,6,20,12
169,3,15,5
170,6,2,14
171,5,12,14
172,12,3,9
173,14,3,11
174,19,9,11
175,11,1,1
176,13,19,11
177,18,17,9
178,8,20,5
179,12,17,13
180,6,13,9
181,17,9,12
182,19,20,18
183,15,12,4
184,10,14,18
185,12,5,13
186,18,1,7
187,13,1,20
188,10,10,2
189,1,15,19
190,2,14,14
191,15,14,14
192,1,6,6
193,3,18,18
194,5,2,10
195,15,3,4
196,16,18,11
197,8,3,12
198,16,11,16
199,5,10,4
200,10,2,19
201,16,3,13
202,17,15,17
203,18,12,18
204,12,9,12
205,9,14,18
206,15,12,18
207,19,6,8
208,8,7,5
209,10,8,17
210,14,10,18
211,4,6,20
212,3,8,19
213,20,9,3
214,14,6,1
215,4,12,1
216,17,13,9
217,1,12,8
218,10,4,2
219,10,8,13
220,20,12,13
221,5,12,2
222,7,2,12
223,19,16,8
224,5,4,8
225,17,1,19
226,20,16,20
227,2,14,10
228,1,12,6
229,2,9,1
230,18,8,16
231,19,19,16
232,6,18,2
233,20,16,12
234,5,15,16
235,20,14,5
236,8,7,7
237,13,9,8
238,1,19,12
239,7,19,13
240,7,12,4
241,13,3,5
242,13,7,10
243,10,6,5
244,6,8,12
245,7,16,2
246,13,18,2
247,4,17,2
248,15,16,15
249,19,12,5
250,11,18,6
251,11,13,6
252,18,16,17
253,16,1,13
254,18,15,2
255,12,18,17
256,6,14,20
257,14,1,13
258,8,15,6
259,16,19,6
260,18,10,2
261,10,3,16
262,10,6,4
263,1,12,1
264,4,18,3
265,2,19,20
266,8,7,9
267,19,20,13
268,3,8,19
269,12,6,5
270,10,20,3
271,19,8,6
272,9,11,6
273,6,20,19
274,1,2,12
275,1,8,2
276,3,18,10
277,10,8,2
278,15,16,15
279,12,15,6
280,1,7,6
281,5,16,6
282,2,16,20
283,3,17,7
284,7,8,18
285,15,13,3
286,12,9,3
287,17,13,17
288,18,7,19
289,3,2,2
290,4,16,15
291,11,1,3
292,13,18,3
293,5,19,7
294,13,9,15
295,13,15,2
296,14,17,11
297,20,9,14
298,9,13,6
299,14,1,13
300,13,3,20
301,19,11,10
302,19,8,12
303,1,17,3
304,3,14,13
305,2,20,16
306,6,16,4
307,9,4,12
308,14,15,7
309,19,4,19
310,16,9,2
311,15,3,10
312,10,15,6
313,16,8,17
314,13,17,4
315,19,2,10
316,14,16,3
317,6,12,5
318,13,7,8
319,19,20,3
320,15,4,2
321,7,10,12
322,16,1,18
323,10,3,6
324,4,8,4
325,14,4,4
326,4,6,18
327,12,1,9
328,5,6,6
329,5,5,14
330,10,20,15
331,12,15,20
332,20,15,13
333,15,3,16
334,7,8,10
335,14,5,8
336,8,20,20
337,12,13,13
338,14,7,2
339,20,17,7
340,16,5,13
341,13,12,12
342,2,7,4
343,13,11,1
344,17,7,13
345,1,4,12
346,20,14,6
347,3,12,17
348,10,6,7
349,14,6,7
350,17,17,13
351,2,18,6
352,1,3,6
353,3,6,5
354,4,17,1
355,20,10,1
356,17,18,8
357,15,4,13
358,16,9,19
359,11,6,13
360,18,12,6
361,15,9,3
362,19,18,18
363,8,19,3
364,7,17,11
365,3,19,14
366,14,10,2
367,6,4,20
368,19,4,6
369,11,7,19
370,12,13,16
371,13,16,2
372,5,1,18
373,6,4,15
374,3,16,9
375,14,17,18
376,7,3,8
377,1,16,20
378,14,15,12
379,1,9,11
380,13,11,15
381,4,18,14
382,14,4,19
383,12,20,1
384,6,16,10
385,17,11,6
386,5,18,10
387,20,13,6
388,11,5,13
389,18,13,19
390,17,12,14
391,1,16,18
392,4,6,18
393,11,13,11
394,6,4,3
395,11,11,11
396,6,1,16
397,2,18,4
398,13,16,13
399,5,11,7
400,1,9,6
401,6,15,14
402,3,5,14
403,15,8,4
404,13,1,4
405,16,18,2
406,6,7,1
407,4,3,10
408,18,15,7
409,4,13,15
410,20,16,16
411,9,20,11
412,1,15,11
413,2,1,9
414,1,7,10
415,1,12,1
416,9,11,15
417,8,16,1
418,2,17,16
419,1,11,9
420,5,13,10
421,2,20,4
422,7,10,16
423,14,16,19
424,16,16,8
425,4,9,1
426,12,14,7
427,10,6,7
428,4,18,4
429,3,8,2
430,17,12,7
431,9,10,6
432,11,8,3
433,18,11,14
434,11,5,16
435,18,6,3
436,5,15,6
437,12,1,15
438,10,14,4
439,16,15,7
440,2,2,15
441,11,8,20
442,16,19,9
443,9,3,11
444,19,14,17
445,9,3,8
446,9,11,17
447,13,16,8
448,12,4,20
449,4,19,17
450,20,20,1
451,12,16,13
452,12,15,4
453,20,6,16
454,6,8,14
455,10,4,20
456,3,4,3
457,10,1,17
458,11,4,12
459,5,19,7
460,17,10,2
461,7,6,7
462,15,17,5
463,11,10,20
464,9,5,12
465,20,11,9
466,1,10,16
467,10,12,1
468,7,7,6
469,6,13,4
470,18,18,11
471,6,8,14
472,5,8,20
473,4,4,10
474,10,10,7
475,3,4,11
476,14,14,11
477,13,1,14
478,1,13,20
479,17,14,4
480,9,19,18
481,13,17,17
482,11,5,9
483,5,5,7
484,2,20,12
485,10,9,19
486,11,2,10
487,13,7,7
488,20,5,18
489,8,8,18
490,17,2,5
491,15,18,16
492,2,13,12
493,5,17,11
494,3,5,2
495,8,13,9
496,9,9,1
497,18,9,3
498,19,1,1
499,12,1,18
500,14,6,7
501,18,8,9
502,17,20,20
503,10,17,6
504,2,19,17
505,8,9,4
506,11,20,2
507,12,6,4
508,12,16,7
509,7,20,6
510,20,8,15
511,12,8,1
512,10,9,7
513,19,11,5
514,10,13,17
515,10,20,2
516,8,3,8
517,12,16,16
518,13,3,3
519,12,4,19
520,5,6,2
521,5,3,16
522,15,20,12
523,5,18,14
524,3,8,19
525,11,20,14
526,12,1,5
527,1,11,7
528,14,8,18
529,16,4,2
530,14,14,20
531,9,9,1
532,17,9,19
533,15,1,4
534,2,2,1
535,2,17,7
536,8,16,8
537,19,3,12
538,6,14,12
539,20,5,15
540,10,6,9
541,14,8,10
542,12,6,16
543,20,6,20
544,14,7,7
545,16,12,16
546,6,2,20
547,15,17,12
548,17,12,7
549,11,15,2
550,2,11,11
551,13,10,19
552,10,11,14
553,19,3,8
554,19,1,8
555,10,11,7
556,10,12,4
557,1,3,12
558,18,19,9
559,13,13,6
560,5,9,2
561,10,19,15
562,9,13,11
563,5,4,4
564,9,15,3
565,10,6,12
566,2,14,16
567,5,17,11
568,15,7,20
569,4,20,11
570,1,3,4
571,18,10,9
572,13,1,8
573,7,8,19
574,15,10,9
575,4,3,9
576,5,2,15
577,4,13,6
578,11,6,13
579,12,10,8
580,6,10,3
581,2,2,8
582,5,15,7
583,12,19,18
584,5,11,11
585,10,6,8
586,12,8,9
587,19,9,5
588,14,9,16
589,19,9,2
590,9,9,3
591,7,19,8
592,16,5,9
593,1,19,20
594,9,16,11
595,6,5,5
596,8,3,17
597,8,19,18
598,17,18,4
599,4,10,8
600,12,13,13
