Date,red_sold,blue_sold,yellow_sold
1,12,17,4
2,10,10,8
3,17,11,8
4,17,20,11
5,13,7,3
6,12,5,3
7,16,4,14
8,15,17,15
9,6,16,5
10,1,18,3
11,17,6,7
12,1,16,7
13,5,20,15
14,5,13,1
15,8,19,3
16,18,7,7
17,4,6,11
18,12,18,18
19,15,1,6
20,10,7,8
21,2,11,20
22,18,11,8
23,20,7,19
24,18,16,6
25,2,14,3
26,1,6,4
27,13,5,2
28,20,11,16
29,18,18,2
30,17,19,5
31,11,2,6
32,1,18,6
33,10,4,7
34,1,16,5
35,10,17,8
36,19,4,15
37,10,19,13
38,8,10,1
39,13,9,10
40,1,2,19
41,3,6,17
42,17,10,1
43,16,11,16
44,19,17,3
45,3,15,3
46,14,5,18
47,13,10,10
48,16,13,19
49,17,12,17
50,20,8,7
51,6,15,3
52,19,10,9
53,10,11,9
54,6,13,11
55,19,11,7
56,5,19,3
57,12,7,10
58,6,8,8
59,1,8,15
60,13,6,15
61,20,14,8
62,16,1,6
63,4,17,11
64,14,4,10
65,20,10,13
66,20,5,10
67,15,20,1
68,14,6,18
69,7,5,3
70,5,16,3
71,7,11,20
72,12,15,8
73,16,11,11
74,8,1,9
75,13,6,19
76,1,6,4
77,3,9,10
78,2,11,3
79,11,13,8
80,12,5,5
81,14,2,1
82,2,2,9
83,13,17,5
84,18,3,1
85,12,1,7
86,6,4,8
87,3,17,10
88,5,12,16
89,1,4,17
90,2,13,4
91,10,11,15
92,15,2,7
93,5,19,16
94,9,12,10
95,16,19,19
96,3,15,12
97,4,5,18
98,8,4,18
99,10,17,12
100,9,15,14
101,13,17,4
102,4,12,5
103,2,2,2
104,5,20,14
105,4,5,20
106,7,6,19
107,7,18,15
108,2,2,14
109,16,8,4
110,13,5,2
111,7,3,3
112,16,19,11
113,7,7,10
114,9,17,7
115,19,1,15
116,11,6,18
117,2,11,7
118,9,16,20
119,18,13,10
120,19,10,10
121,8,7,17
122,6,11,4
123,2,3,17
124,7,1,7
125,4,20,5
126,10,17,1
127,7,14,16
128,7,13,12
129,6,19,8
130,15,20,14
131,6,4,16
132,13,10,15
133,12,11,12
134,7,18,5
135,13,17,14
136,10,17,9
137,19,13,10
138,12,18,18
139,3,2,13
140,18,9,7
141,12,15,19
142,1,5,2
143,7,3,18
144,3,4,20
145,5,2,3
146,9,5,2
147,20,10,8
148,15,5,11
149,15,5,11
150,10,14,12
151,6,10,3
152,19,4,5
153,5,6,11
154,17,9,15
155,2,4,8
156,4,1,7
157,10,16,12
158,7,18,6
159,17,8,8
160,18,6,1
161,17,12,13
162,12,11,13
163,16,4,11
164,12,13,3
165,8,10,3
166,17,1,15
167,9,1,9
168,11,2,13
169,20,4,19
170,1,9,16
171,10,18,18
172,17,13,15
173,9,10,5
174,6,11,14
175,1,15,14
176,9,18,14
177,12,20,8
178,16,19,11
179,1,8,6
180,16,7,8
181,3,8,6
182,17,5,12
183,20,5,4
184,19,8,14
185,10,5,5
186,7,15,10
187,12,5,7
188,2,10,2
189,2,14,6
190,19,5,4
191,18,11,10
192,3,7,20
193,6,2,16
194,6,7,8
195,20,17,15
196,14,11,12
197,12,10,16
198,15,11,8
199,1,15,3
200,3,3,17
201,10,10,3
202,6,15,14
203,4,12,5
204,17,12,8
205,11,11,8
206,10,20,8
207,20,18,14
208,10,11,10
209,15,4,13
210,19,5,14
211,8,8,16
212,20,2,13
213,14,20,18
214,14,8,10
215,4,3,16
216,1,15,2
217,12,5,8
218,12,13,8
219,2,12,11
220,1,1,12
221,2,18,18
222,5,6,6
223,13,11,5
224,7,1,12
225,6,4,1
226,2,20,10
227,11,2,17
228,17,6,18
229,19,15,17
230,16,16,9
231,5,13,18
232,3,14,9
233,6,17,20
234,5,3,14
235,20,14,14
236,9,2,3
237,16,19,20
238,14,8,12
239,13,13,4
240,9,9,7
241,9,9,17
242,20,9,9
243,13,12,17
244,8,14,2
245,18,17,11
246,6,15,5
247,9,5,5
248,2,3,9
249,4,19,14
250,20,11,2
251,10,3,10
252,20,16,20
253,14,9,3
254,5,9,18
255,13,4,16
256,17,14,15
257,8,18,19
258,11,15,4
259,15,17,9
260,19,1,12
261,12,19,5
262,8,12,10
263,2,8,19
264,6,19,2
265,5,1,7
266,12,8,9
267,10,8,7
268,4,5,6
269,17,7,18
270,10,4,14
271,8,8,1
272,1,8,20
273,9,18,20
274,5,19,18
275,3,2,18
276,4,5,18
277,7,17,16
278,16,12,16
279,3,4,12
280,17,8,5
281,13,8,6
282,8,16,17
283,20,16,16
284,12,4,17
285,10,18,13
286,3,13,6
287,17,2,16
288,7,6,11
289,2,19,6
290,12,9,1
291,9,10,19
292,11,15,10
293,11,13,20
294,3,4,2
295,2,6,6
296,20,5,11
297,8,18,12
298,16,17,1
299,5,7,17
300,16,9,3
301,19,4,12
302,4,16,7
303,9,18,1
304,10,14,17
305,20,8,13
306,10,6,1
307,13,20,14
308,7,10,1
309,1,18,15
310,10,11,19
311,11,8,6
312,18,6,19
313,2,15,10
314,4,20,13
315,13,7,4
316,2,11,19
317,16,5,12
318,18,13,18
319,15,4,10
320,11,19,2
321,6,6,4
322,16,20,12
323,5,19,11
324,19,13,14
325,16,11,14
326,1,13,3
327,20,3,4
328,2,1,13
329,20,2,18
330,5,2,11
331,6,6,14
332,10,19,10
333,20,13,11
334,17,17,4
335,15,14,17
336,12,8,20
337,18,1,15
338,10,11,11
339,9,17,4
340,6,7,10
341,10,13,18
342,2,6,11
343,20,16,13
344,1,7,17
345,2,3,10
346,3,18,20
347,9,8,11
348,4,7,8
349,17,4,17
350,8,1,14
351,3,19,15
352,8,10,10
353,14,11,18
354,10,8,18
355,16,18,17
356,5,3,6
357,12,18,20
358,9,14,17
359,19,12,19
360,16,2,1
361,12,1,11
362,3,13,9
363,12,19,10
364,2,4,15
365,6,20,14
366,8,12,19
367,1,17,3
368,2,3,20
369,12,13,4
370,17,14,1
371,4,18,12
372,19,5,1
373,10,20,17
374,11,7,11
375,18,4,8
376,15,4,5
377,4,8,16
378,4,18,4
379,14,1,11
380,12,14,3
381,18,5,15
382,6,4,8
383,10,15,20
384,1,18,14
385,4,6,6
386,11,8,20
387,13,13,12
388,20,19,14
389,12,17,13
390,1,13,1
391,15,20,18
392,4,19,15
393,6,13,6
394,3,19,19
395,20,2,3
396,3,18,9
397,15,18,15
398,1,11,19
399,2,2,13
400,12,16,14
401,16,13,6
402,20,5,7
403,14,10,7
404,3,7,1
405,18,3,5
406,1,12,8
407,20,13,3
408,20,6,5
409,17,15,9
410,2,18,6
411,20,20,12
412,17,11,6
413,19,20,10
414,18,4,1
415,18,6,5
416,12,6,2
417,12,1,6
418,20,2,18
419,13,18,18
420,16,2,3
421,1,9,1
422,6,3,2
423,10,1,16
424,16,1,8
425,4,14,2
426,18,10,4
427,10,1,18
428,13,15,16
