Date,red_sold,blue_sold,yellow_sold
1,3,17,4
2,11,10,14
3,5,1,3
4,2,19,3
5,6,3,15
6,1,8,6
7,2,3,9
8,3,2,13
9,12,9,19
10,12,14,19
11,14,14,4
12,1,3,3
13,3,12,6
14,18,8,8
15,14,15,15
16,7,19,15
17,3,14,13
18,2,15,4
19,17,13,9
20,18,8,1
21,7,15,5
22,7,16,1
23,11,13,11
24,19,1,9
25,7,5,10
26,20,17,15
27,12,16,1
28,18,19,7
29,11,4,18
30,6,10,9
31,16,16,17
32,20,3,20
33,3,8,18
34,11,8,8
35,18,8,1
36,20,3,19
37,13,7,14
38,8,9,10
39,15,12,5
40,12,10,3
41,20,17,11
42,8,1,5
43,19,6,6
44,7,9,14
45,2,10,3
46,13,3,17
47,18,9,15
48,10,19,9
49,13,11,7
50,20,4,12
51,17,7,11
52,8,15,2
53,7,14,14
54,1,9,18
55,17,12,6
56,3,6,6
57,3,15,7
58,5,2,19
59,8,5,8
60,6,12,9
61,5,19,16
62,10,14,6
63,5,20,10
64,15,17,4
65,16,14,19
66,19,3,14
67,2,17,16
68,19,10,2
69,7,20,8
70,18,11,6
71,11,14,7
72,18,19,11
73,18,6,16
74,17,9,7
75,17,5,6
76,11,11,20
77,10,20,11
78,3,2,11
79,19,13,15
80,1,10,5
81,9,3,7
82,7,14,16
83,11,6,16
84,8,6,5
85,15,16,4
86,4,9,12
87,5,6,20
88,10,19,18
89,6,17,2
90,16,18,7
91,13,9,16
92,2,20,1
93,8,14,2
94,9,7,16
95,14,7,7
96,15,18,8
97,18,12,20
98,9,4,3
99,17,6,7
100,17,19,3
101,1,2,20
102,17,4,1
103,20,14,16
104,16,13,1
105,3,17,7
106,6,11,20
107,4,14,15
108,18,13,17
109,17,7,16
110,10,16,2
111,2,4,9
112,8,16,20
113,17,1,15
114,10,1,13
115,6,10,11
116,17,16,3
117,4,6,8
118,18,11,4
119,5,10,17
120,10,16,15
121,5,13,17
122,3,7,18
123,2,9,15
124,5,6,12
125,3,18,3
126,2,18,16
127,19,19,12
128,4,2,19
129,19,7,7
130,11,8,12
131,10,15,4
132,2,10,13
133,14,11,6
134,3,10,8
135,8,14,4
136,3,6,16
137,17,2,13
138,12,4,1
139,9,20,17
140,13,4,15
141,3,5,9
142,13,17,17
143,16,3,6
144,15,12,1
145,17,20,2
146,17,7,4
147,12,3,7
148,2,7,6
149,11,4,12
150,16,19,9
151,19,13,11
152,11,5,15
153,12,13,4
154,15,7,16
155,1,13,3
156,8,3,1
157,18,7,14
158,3,4,9
159,17,11,4
160,19,11,5
161,15,13,18
162,18,3,6
163,11,18,16
164,1,13,18
165,15,15,19
166,18,20,8
167,6,13,20
168,17,3,18
169,8,10,1
170,12,13,18
171,5,18,16
172,19,11,1
173,5,4,4
174,17,11,3
175,8,20,3
176,9,8,19
177,13,3,3
178,17,17,9
179,10,6,1
180,18,1,1
181,2,18,9
182,15,19,4
183,13,18,6
184,10,1,9
185,17,4,16
186,18,6,14
187,17,12,19
188,16,15,19
189,18,12,18
190,3,11,1
191,3,20,13
192,17,15,14
193,10,2,7
194,16,12,7
195,18,16,6
196,7,9,18
197,11,6,11
198,20,7,4
199,18,20,10
200,18,18,3
201,3,16,2
202,3,10,5
203,6,18,19
204,13,4,14
205,14,7,4
206,16,2,13
207,2,15,12
208,20,4,19
209,19,6,20
210,12,9,20
211,2,18,1
212,18,13,14
213,11,15,10
214,10,13,3
215,13,5,5
216,19,18,10
217,16,17,3
218,16,3,20
219,15,4,17
220,20,17,3
221,13,16,20
222,19,7,12
223,3,15,6
224,14,15,11
225,4,13,6
226,13,14,20
227,3,17,5
228,8,15,8
229,20,18,14
230,2,19,4
231,1,9,3
232,13,14,4
233,3,2,4
234,17,10,6
235,18,8,18
236,19,8,13
237,9,14,7
238,8,20,15
239,11,17,5
240,18,2,10
241,17,19,13
242,6,1,6
243,20,17,5
244,6,20,17
245,13,6,4
246,3,6,14
247,1,13,8
248,20,9,12
249,9,12,1
250,4,14,3
251,2,7,6
252,16,17,11
253,17,14,8
