Date,red_sold,blue_sold,yellow_sold
1,15,16,2
2,8,8,9
3,20,9,2
4,15,19,16
5,10,3,15
6,8,13,13
7,6,4,8
8,3,5,11
9,15,13,13
10,9,10,9
11,17,2,6
12,19,7,19
13,19,15,9
14,19,10,1
15,7,20,17
16,18,15,4
17,11,5,9
18,6,1,16
19,14,17,13
20,7,16,8
21,2,5,1
22,8,15,20
23,11,15,16
24,1,3,2
25,2,16,14
26,2,19,17
27,7,20,9
28,5,13,18
29,7,20,14
30,2,7,16
31,3,3,6
32,15,6,8
33,20,9,8
34,8,1,13
35,16,2,9
36,12,15,11
37,4,15,10
38,4,2,19
39,14,13,15
40,15,9,16
41,7,1,8
42,11,13,18
43,8,14,5
44,4,19,3
45,1,20,17
46,4,6,10
47,20,7,3
48,15,2,14
49,8,4,14
50,11,19,7
51,7,3,14
52,16,3,18
53,7,4,19
54,20,15,10
55,10,18,6
56,9,3,15
57,9,4,6
58,2,2,8
59,4,15,1
60,9,15,10
61,2,1,20
62,11,4,13
63,12,1,1
64,11,16,18
65,14,10,7
66,4,7,2
67,7,3,17
68,14,15,19
69,15,15,2
70,12,1,5
71,1,19,10
72,17,20,2
73,12,11,10
74,9,2,15
75,16,15,20
76,4,1,20
77,14,8,14
78,15,16,9
79,15,9,4
80,15,2,3
81,3,12,5
82,10,16,1
83,7,16,14
84,3,1,8
85,1,9,10
86,2,13,1
87,5,8,12
88,4,4,12
89,16,14,6
90,2,8,1
91,19,12,16
92,10,2,12
93,4,17,19
94,11,17,6
95,11,14,6
96,2,20,13
97,20,14,16
98,12,1,11
99,19,10,13
100,4,13,7
101,18,15,19
102,10,3,4
103,9,5,19
104,16,13,13
105,20,12,13
106,11,12,19
107,3,13,13
108,6,16,18
109,2,14,17
110,15,15,15
111,9,13,14
112,9,8,4
113,1,15,5
114,17,4,10
115,5,14,18
116,11,13,20
117,6,19,13
118,15,16,15
119,1,11,15
120,6,10,11
121,1,4,10
122,4,10,8
123,16,15,9
124,20,9,4
125,3,8,15
126,16,7,19
127,5,10,19
128,2,1,5
129,6,16,9
130,17,12,8
131,6,3,4
132,2,1,16
133,10,11,19
134,10,11,9
135,4,3,18
136,11,20,8
137,4,9,9
138,15,14,1
139,5,15,8
140,6,5,17
141,13,10,18
142,1,17,1
143,3,10,14
144,19,4,10
145,7,5,3
146,4,18,20
147,5,12,17
148,14,19,10
149,17,13,17
150,9,8,2
151,9,20,15
152,15,9,11
153,17,2,12
154,13,4,9
155,16,6,15
156,6,2,17
157,19,17,13
158,11,19,20
159,15,8,18
160,19,15,3
161,2,10,12
162,10,13,8
163,14,3,8
164,13,14,19
165,15,1,15
166,6,4,17
167,15,15,9
168,9,12,20
169,19,13,8
170,15,19,20
171,14,3,3
172,11,18,19
173,1,1,18
174,15,14,10
175,15,4,4
176,17,16,3
177,2,5,14
178,17,19,7
179,14,5,7
180,1,14,7
181,9,11,1
182,1,15,7
183,19,13,19
184,10,10,16
185,10,14,12
186,7,13,19
187,3,16,16
188,8,1,3
189,10,20,6
190,16,20,3
191,3,16,9
192,8,18,7
193,18,7,4
194,18,7,15
195,10,4,12
196,13,9,2
197,6,8,13
198,3,8,13
199,7,17,12
200,13,20,13
201,20,1,15
202,18,16,2
203,9,13,2
204,7,3,15
205,9,13,12
206,16,5,5
207,4,13,4
208,15,14,10
209,20,11,17
210,14,16,17
211,4,10,15
212,8,13,5
213,3,1,13
214,14,6,2
215,4,16,3
216,2,12,12
217,3,10,8
218,18,19,20
219,3,20,6
220,16,12,9
221,6,12,9
222,19,2,8
223,9,1,3
224,19,15,1
225,11,7,9
226,5,18,10
227,19,7,5
228,10,14,19
229,7,19,16
230,17,7,10
231,17,20,3
232,6,8,8
233,5,2,2
234,2,14,10
235,8,5,2
236,4,20,19
237,13,6,12
238,16,5,7
239,4,3,6
240,3,2,20
241,12,9,9
242,13,4,13
243,9,5,7
244,8,13,9
245,20,18,11
246,18,9,4
247,13,12,11
248,10,20,5
249,5,19,14
250,7,11,13
251,5,20,19
252,9,19,16
253,12,4,13
254,7,15,18
255,19,16,16
256,12,14,7
257,5,12,16
258,12,5,14
259,3,7,15
260,14,2,18
261,1,7,1
262,14,4,6
263,4,5,10
264,12,20,9
265,14,4,6
266,8,7,16
267,5,3,1
268,11,20,6
269,2,1,13
270,14,14,18
271,18,3,16
272,7,2,15
273,20,17,18
274,18,12,2
275,7,12,7
276,17,17,15
277,13,9,17
278,19,13,1
279,4,4,20
280,11,15,18
281,16,1,7
282,14,3,8
283,9,15,17
284,19,19,18
285,20,12,20
286,10,4,3
287,8,6,7
288,1,7,9
289,3,12,6
290,2,6,12
291,10,12,14
292,10,6,5
293,1,19,8
294,4,19,1
295,4,20,13
296,15,9,19
297,8,5,6
298,3,4,13
299,18,14,2
300,6,6,2
301,13,16,18
302,19,19,5
303,9,11,16
304,17,18,13
305,9,1,5
306,1,15,15
307,18,6,17
308,10,1,15
309,13,12,9
310,4,7,19
311,11,18,2
312,9,14,5
313,13,12,18
314,5,8,9
315,13,14,1
316,6,2,19
317,18,6,5
318,2,5,13
319,2,20,16
320,7,1,7
321,8,6,15
322,20,19,13
323,8,6,18
324,13,1,13
325,2,14,16
326,9,9,20
327,6,15,9
328,6,10,14
329,2,11,6
330,3,8,16
331,7,12,7
332,15,5,18
333,20,1,9
334,11,19,17
335,1,9,6
336,15,11,10
337,14,3,2
338,2,4,19
339,16,12,20
340,18,4,17
341,20,5,6
342,2,8,6
343,15,19,20
344,8,4,4
345,8,5,6
346,10,6,8
347,13,13,11
348,12,9,4
349,16,12,1
350,17,10,12
351,20,2,5
352,6,15,2
353,19,20,13
354,4,14,17
355,16,2,15
356,11,15,11
357,9,5,10
358,10,1,9
359,12,16,3
360,3,6,4
361,15,1,19
362,9,5,12
363,2,10,20
364,14,11,11
365,6,14,4
366,3,13,10
367,14,4,14
368,2,6,17
369,17,5,12
370,20,12,19
371,17,12,20
372,5,13,7
373,5,2,2
374,14,13,15
375,14,13,19
376,14,19,18
377,4,13,11
378,10,19,13
379,9,18,3
380,11,8,10
381,19,3,6
382,1,19,11
383,14,14,10
384,11,15,14
385,5,3,1
386,12,17,1
387,12,14,18
388,16,16,10
389,2,11,8
390,12,6,6
391,18,12,19
392,19,9,1
393,4,6,3
394,11,12,20
395,19,6,8
396,8,15,9
397,7,18,16
398,2,9,2
399,2,12,10
400,9,15,5
401,13,1,10
402,13,10,4
403,16,11,12
