Date,red_sold,blue_sold,yellow_sold
1,1,8,12
2,9,13,13
3,12,18,9
4,12,6,16
5,5,1,12
6,18,13,17
7,5,11,1
8,19,2,7
9,2,7,11
10,15,20,19
11,6,20,15
12,15,13,12
13,12,1,5
14,17,16,9
15,8,18,4
16,8,1,11
17,7,1,3
18,2,8,4
19,14,3,20
20,18,5,17
21,12,18,12
22,14,3,16
23,13,8,8
24,18,6,2
25,19,3,9
26,17,12,19
27,5,18,7
28,2,10,1
29,18,18,6
30,12,9,8
31,2,1,4
32,10,16,11
33,13,1,19
34,19,16,4
35,15,8,2
36,11,4,17
37,8,12,11
38,19,16,9
39,19,9,19
40,4,1,14
41,17,14,7
42,5,20,4
43,7,11,5
44,4,11,3
45,17,17,19
46,12,9,6
47,20,14,12
48,19,17,1
49,2,12,3
50,10,4,4
51,16,11,16
52,7,18,10
53,14,6,15
54,20,11,20
55,18,6,16
56,11,20,9
57,2,3,14
58,16,19,9
59,2,5,8
60,11,8,12
61,19,9,20
62,18,5,12
63,6,1,14
64,5,13,10
65,5,6,2
66,8,3,8
67,16,16,14
68,13,10,10
69,8,7,3
70,19,20,16
71,18,15,9
72,4,2,3
73,9,6,4
74,1,4,6
75,20,20,1
76,16,12,20
77,4,14,8
78,15,13,6
79,16,9,5
80,13,14,10
81,14,18,2
82,12,11,15
83,3,16,2
84,4,4,14
85,3,18,19
86,6,2,3
87,12,16,2
88,13,1,8
89,11,17,9
90,18,4,13
91,16,4,11
92,9,16,2
93,15,17,3
94,7,9,4
95,2,18,1
96,17,11,8
97,20,12,5
98,3,18,16
99,9,13,18
100,6,14,18
101,20,6,9
102,11,17,3
103,3,20,10
104,16,6,8
105,20,15,20
106,8,17,8
107,9,11,10
108,2,9,8
109,5,18,2
110,9,13,17
111,6,1,7
112,10,9,17
113,16,11,16
114,7,11,14
115,2,4,1
116,9,17,11
117,8,10,15
118,13,1,1
119,9,20,17
120,4,19,3
121,20,16,4
122,6,4,17
123,20,10,15
124,8,5,20
125,14,17,5
126,3,8,8
127,9,20,6
128,15,8,5
129,2,7,10
130,2,8,13
131,18,11,20
132,2,12,4
133,19,12,1
134,14,7,4
135,8,10,15
136,5,16,1
137,11,10,1
138,16,20,3
139,16,12,14
140,14,19,19
141,3,5,8
142,20,2,8
143,4,16,8
144,16,20,19
145,1,2,2
146,17,3,15
147,12,11,14
148,6,10,4
149,15,18,18
150,11,19,7
151,2,8,5
152,4,10,13
153,14,3,4
154,8,19,14
155,19,13,14
156,5,1,5
157,8,7,6
158,14,13,15
159,18,7,15
160,14,7,16
161,2,10,1
162,14,11,7
163,10,18,13
164,20,5,19
165,12,13,3
166,7,8,15
167,6,8,5
168,6,10,19
169,6,7,5
170,9,14,9
171,7,4,10
172,13,18,9
173,18,4,18
174,4,6,19
175,2,16,14
176,14,3,18
177,7,8,10
178,13,7,13
179,20,16,18
180,10,5,8
181,19,4,3
182,10,6,11
183,6,4,16
184,8,18,9
185,6,6,3
186,11,15,11
187,6,10,3
188,12,10,2
189,9,12,13
190,4,11,5
191,9,18,13
192,9,19,7
193,12,18,10
194,16,2,17
195,3,3,15
196,17,17,7
197,7,9,18
198,6,9,20
199,6,5,3
200,4,13,5
201,19,18,12
202,6,6,3
203,16,16,14
204,6,15,13
205,10,15,7
206,2,19,18
207,3,14,3
208,7,6,19
209,19,20,9
210,14,10,9
211,19,11,16
212,6,5,3
