Date,red_sold,blue_sold,yellow_sold
1,5,5,18
2,9,4,4
3,18,5,14
4,3,18,7
5,15,19,11
6,4,12,9
7,7,20,1
8,14,14,10
9,6,13,5
10,2,11,16
11,3,12,17
12,5,19,5
13,7,8,5
14,15,8,5
15,20,20,19
16,2,6,19
17,8,8,14
18,17,10,5
19,16,15,17
20,2,15,9
21,16,8,4
22,3,18,8
23,18,14,13
24,3,20,20
25,12,11,4
26,4,17,3
27,16,13,15
28,11,11,9
29,12,11,12
30,11,20,13
31,18,20,9
32,17,11,8
33,18,13,6
34,6,6,17
35,5,3,20
36,17,12,9
37,17,8,11
38,20,17,16
39,19,4,3
40,2,7,19
41,14,17,1
42,20,17,12
43,3,11,11
44,12,9,5
45,1,9,12
46,5,13,10
47,17,10,1
48,17,13,12
49,13,2,11
50,5,17,4
51,14,16,8
52,20,7,9
53,18,3,12
54,8,14,11
55,19,16,7
56,19,2,17
57,12,9,7
58,16,17,11
59,10,19,19
60,4,18,18
61,13,17,19
62,20,13,5
63,4,17,16
64,9,20,1
65,6,1,18
66,13,16,6
67,2,18,10
68,6,9,3
69,6,3,5
70,14,14,12
71,2,14,15
72,19,12,11
73,11,11,19
74,9,11,18
75,5,19,18
76,17,7,18
77,14,15,2
78,19,3,14
79,13,7,4
80,11,19,11
81,17,3,12
82,1,3,6
83,19,8,2
84,4,3,9
85,19,19,7
86,19,17,20
87,1,20,11
88,9,8,12
89,5,4,20
90,1,7,8
91,2,8,13
92,6,4,16
93,2,10,14
94,20,17,17
95,8,4,19
96,4,20,3
97,11,9,15
98,13,18,19
99,12,1,16
100,9,15,14
101,8,19,18
102,11,5,9
103,15,1,17
104,1,6,10
105,3,20,10
106,13,1,20
107,14,17,11
108,17,9,12
109,16,19,10
110,2,5,2
111,15,12,14
112,5,13,4
113,9,9,15
114,17,11,20
115,20,18,18
116,5,10,20
117,12,2,13
118,14,8,14
119,2,8,14
120,9,4,18
121,5,5,5
122,2,15,11
123,19,11,17
124,5,11,20
125,11,20,7
126,15,1,16
127,8,19,4
128,16,18,5
129,12,14,5
130,20,1,11
131,2,13,15
132,6,13,3
133,10,19,17
134,14,13,17
135,9,4,12
136,19,5,8
137,15,16,12
138,4,12,8
139,11,14,15
140,17,7,5
141,15,4,9
142,9,17,4
