Date,red_sold,blue_sold,yellow_sold
1,10,2,2
2,2,1,12
3,13,1,14
4,18,10,3
5,9,9,11
6,6,4,9
7,4,20,7
8,7,16,17
9,7,19,1
10,19,2,20
11,19,3,11
12,13,11,4
13,9,3,13
14,20,12,2
15,12,4,18
16,18,18,2
17,11,12,4
18,6,3,3
19,4,12,4
20,3,17,5
21,2,11,6
22,2,8,4
23,11,6,17
24,2,2,1
25,4,17,2
26,19,4,7
27,1,1,2
28,16,20,17
29,17,6,8
30,10,17,8
31,11,4,8
32,2,15,20
33,6,20,13
34,12,19,10
35,18,18,11
36,10,2,15
37,8,3,3
38,11,1,15
39,11,12,2
40,17,11,5
41,7,3,17
42,3,20,19
43,5,15,10
44,8,7,3
45,19,20,14
46,3,3,18
47,20,18,14
48,9,3,3
49,2,10,8
50,11,6,2
51,10,11,9
52,3,2,12
53,8,17,6
54,3,8,13
55,16,20,18
56,19,19,12
57,17,3,18
58,6,1,12
59,1,12,17
60,1,8,14
61,9,16,20
62,6,6,5
63,2,8,12
64,12,11,3
65,1,1,16
66,8,12,2
67,13,18,10
68,1,18,12
69,8,4,16
70,10,10,20
71,5,6,10
72,8,13,8
73,3,4,14
74,10,6,10
75,7,8,9
76,6,14,4
77,18,20,12
78,18,16,18
79,20,18,8
80,7,12,18
81,18,8,13
82,15,12,14
83,6,17,19
84,14,8,19
85,7,19,4
86,13,15,12
87,9,11,2
88,14,1,12
89,7,4,14
90,17,19,10
91,17,8,12
92,7,13,16
93,7,6,13
94,2,7,2
95,7,11,6
96,19,1,8
97,8,10,9
98,11,20,16
99,11,1,18
100,2,19,15
101,14,12,17
102,18,3,12
103,13,6,13
104,12,18,5
105,20,10,17
106,7,4,2
107,4,9,7
108,14,8,3
109,11,6,9
110,20,5,18
111,6,20,15
112,2,3,4
113,15,3,10
114,1,19,16
115,17,20,11
116,2,10,1
117,14,17,6
118,18,10,16
119,12,17,15
120,15,2,16
121,4,6,6
122,10,3,16
123,17,14,15
124,17,1,18
125,11,3,11
126,16,13,3
127,14,15,3
128,13,9,6
129,11,4,17
130,19,8,15
131,1,3,20
132,3,8,18
133,7,5,10
134,6,1,20
135,12,16,8
136,20,20,11
137,18,6,5
138,14,17,13
139,19,4,15
140,12,5,5
141,4,12,14
142,12,10,12
143,5,17,17
144,18,1,19
145,2,6,20
146,3,5,10
147,15,4,18
148,1,10,17
149,15,2,5
150,20,18,13
151,17,10,1
152,20,1,10
153,16,2,1
154,4,16,20
155,1,4,19
156,1,11,15
157,5,8,7
158,17,9,9
159,4,8,6
160,11,3,20
161,20,1,9
162,14,10,4
163,2,2,8
164,8,8,12
165,11,15,11
166,6,3,11
167,20,20,16
168,5,5,1
169,14,1,15
170,19,13,9
171,13,8,19
172,10,20,8
173,4,12,12
174,19,19,20
175,4,11,16
176,12,13,19
177,7,13,12
178,16,7,2
179,9,8,14
180,14,11,17
181,9,20,14
182,17,17,20
183,19,15,12
184,9,18,16
185,2,18,19
186,8,2,14
187,18,16,12
188,5,19,4
189,9,12,17
190,15,11,6
191,20,12,4
192,13,19,5
193,18,17,5
194,11,9,5
195,19,11,14
196,3,10,3
197,7,1,1
198,15,15,12
199,20,9,13
200,10,14,7
201,16,10,16
202,18,19,18
203,16,6,6
204,15,9,4
205,3,15,5
206,10,5,3
207,12,13,2
208,2,11,8
209,19,14,11
210,19,4,16
211,12,13,17
212,11,11,9
213,15,12,17
214,1,7,3
215,15,7,18
216,18,1,3
217,3,6,16
218,20,11,10
219,8,20,20
220,6,11,2
221,17,9,1
222,1,8,17
223,4,1,16
224,1,16,4
225,10,10,4
226,4,13,4
227,9,13,19
228,5,19,15
229,17,1,11
230,12,12,13
231,17,11,10
232,11,6,8
233,3,7,19
234,12,18,9
235,5,11,5
236,18,20,15
237,2,20,2
238,3,10,11
239,2,6,10
