Date,red_sold,blue_sold,yellow_sold
1,5,14,20
2,5,16,18
3,7,12,14
4,12,13,12
5,7,6,14
6,4,13,9
7,2,18,2
8,12,1,15
9,3,11,2
10,17,15,5
11,8,20,16
12,14,8,6
13,3,1,4
14,20,13,17
15,14,19,12
16,11,5,15
17,7,4,15
18,4,17,4
19,7,12,13
20,9,1,4
21,12,19,18
22,3,12,18
23,3,14,5
24,10,10,13
25,6,11,20
26,17,13,4
27,10,17,12
28,9,20,7
29,3,12,13
30,16,13,15
31,15,9,2
32,17,10,19
33,8,20,3
34,17,1,19
35,10,14,8
36,7,2,2
37,20,12,6
38,15,5,17
39,5,1,5
40,5,18,11
41,10,9,15
42,8,4,10
43,14,13,14
44,16,5,1
45,11,7,17
46,4,10,10
47,1,20,13
48,5,1,15
49,2,16,15
50,14,8,3
51,12,5,16
52,7,8,6
53,9,11,1
54,1,9,4
55,7,11,14
56,4,15,8
57,7,18,12
58,14,15,14
59,18,6,18
60,14,12,11
61,1,13,7
62,17,12,10
63,10,9,7
64,5,19,12
65,14,16,13
66,10,16,10
67,5,4,18
68,14,10,20
69,16,10,12
70,17,11,7
71,15,19,19
72,20,3,14
73,13,12,10
74,10,7,17
75,10,10,17
76,9,10,5
77,14,16,16
78,19,17,6
79,16,2,17
80,8,4,1
81,8,17,2
82,14,9,19
83,10,5,17
84,7,19,15
85,1,13,4
86,15,11,4
87,2,8,14
88,14,8,16
89,3,16,11
90,7,11,1
91,8,20,9
92,5,15,13
93,8,3,19
94,4,2,11
95,12,1,18
96,8,19,19
97,4,15,13
98,8,8,7
99,6,20,17
100,17,17,14
101,10,16,3
102,5,19,17
103,4,7,8
104,7,15,1
105,9,12,19
106,18,9,5
107,13,2,12
108,16,16,6
109,19,17,18
110,19,17,20
111,4,5,8
112,2,3,20
113,8,15,1
114,9,3,11
115,1,14,9
116,8,14,6
117,11,1,17
118,12,18,1
119,13,15,14
120,20,10,2
121,13,11,7
122,6,16,6
123,11,4,1
124,1,18,14
125,6,5,10
126,9,5,5
127,14,10,11
128,12,19,9
129,15,10,14
130,10,13,17
131,20,19,5
132,20,15,1
133,2,20,19
134,11,18,15
135,15,1,1
136,19,6,16
137,12,18,19
138,1,20,14
139,15,9,19
140,2,20,13
141,14,1,8
142,6,7,15
143,3,5,8
144,16,6,8
145,13,5,18
146,16,2,13
147,1,3,20
148,12,4,6
149,14,12,20
150,9,16,18
151,20,7,4
152,5,7,8
153,12,1,10
154,15,11,12
155,11,18,9
156,4,9,6
157,2,15,8
158,6,18,6
159,17,11,16
160,1,14,17
161,10,6,14
162,8,2,5
163,9,20,15
164,11,3,5
165,1,6,3
166,5,20,12
167,13,1,14
168,20,3,4
169,4,17,5
170,8,5,1
171,7,14,2
172,12,17,4
173,14,14,6
174,18,15,8
175,2,9,3
176,10,17,18
177,20,14,15
178,18,6,15
179,10,11,16
180,3,17,4
181,13,4,15
182,4,13,1
183,17,14,8
184,20,8,4
185,14,6,8
186,5,16,20
187,10,1,5
188,7,13,14
189,16,9,20
190,6,5,11
191,7,14,6
192,2,1,18
193,11,20,17
194,5,12,1
195,18,12,20
196,16,14,4
197,9,15,16
198,3,15,7
199,11,1,3
200,6,18,3
201,2,17,10
202,16,20,20
203,20,3,10
204,8,2,6
205,15,5,6
206,13,11,20
207,10,12,10
