Date,red_sold,blue_sold,yellow_sold
1,14,15,8
2,4,14,5
3,14,20,17
4,15,18,19
5,5,14,16
6,1,1,2
7,19,15,6
8,2,5,20
9,14,10,4
10,3,14,4
11,14,9,6
12,1,19,13
13,7,15,18
14,5,15,18
15,8,6,13
16,2,2,11
17,20,7,8
18,2,18,12
19,8,15,1
20,14,18,8
21,13,7,17
22,7,18,4
23,13,3,5
24,13,17,16
25,7,17,11
26,20,12,17
27,5,6,20
28,2,2,19
29,4,18,13
30,20,4,8
31,7,9,6
32,11,17,14
33,14,10,9
34,19,2,19
35,19,4,17
36,10,5,8
37,5,18,8
38,14,19,13
39,19,17,9
40,7,5,2
41,5,10,5
42,6,13,1
43,18,16,2
44,11,9,1
45,20,20,8
46,14,4,13
47,2,10,18
48,15,4,12
49,3,12,5
50,1,11,9
51,9,9,7
52,1,1,12
53,12,7,19
54,11,5,19
55,11,19,17
56,15,1,7
57,10,15,4
58,15,17,16
59,12,1,4
60,5,7,4
61,10,15,7
62,5,1,3
63,17,6,3
64,2,11,10
65,19,20,18
66,18,13,5
67,8,13,14
68,11,6,6
69,10,3,15
70,6,15,10
71,17,7,12
72,9,20,10
73,7,10,18
74,1,11,4
75,11,2,12
76,10,10,1
77,4,19,7
78,11,2,6
79,17,20,1
80,5,19,18
81,1,19,7
82,18,9,14
83,4,11,15
84,15,14,5
85,4,18,2
86,13,2,11
87,6,13,14
88,5,14,16
89,19,12,19
90,7,9,19
91,12,1,8
92,3,1,10
93,10,1,12
94,12,11,11
95,9,2,11
96,19,9,9
97,6,9,10
98,6,4,19
99,5,10,15
100,17,16,14
101,13,7,7
102,5,14,3
103,1,10,6
104,14,20,18
105,6,7,20
106,10,12,12
107,20,13,4
108,11,12,8
109,2,6,20
110,2,7,4
111,20,13,14
112,11,9,4
113,6,8,6
114,12,17,14
115,4,4,4
116,9,4,14
117,7,9,7
118,3,3,5
119,12,2,4
120,2,10,14
121,8,6,16
122,17,16,9
123,8,5,7
124,17,16,1
125,12,12,13
126,19,4,9
127,8,9,7
128,2,9,9
129,19,12,19
130,20,18,9
131,6,19,5
132,14,18,15
133,5,1,15
134,12,4,17
135,2,16,6
136,9,9,16
137,15,19,1
138,20,17,16
139,6,7,9
140,14,16,15
141,2,17,3
142,8,8,2
143,5,18,9
144,5,11,10
145,16,19,12
146,6,8,6
147,7,17,1
148,6,7,6
149,1,8,11
150,10,7,15
151,7,18,20
152,1,15,10
153,12,10,3
154,10,17,13
155,4,3,11
156,3,2,9
157,12,17,16
158,17,15,19
159,9,12,6
160,13,20,8
161,1,18,14
162,7,13,17
163,17,7,1
164,4,7,3
165,4,17,19
166,13,6,12
167,2,8,16
168,15,19,3
169,14,17,16
170,3,19,7
171,17,8,13
172,11,20,4
173,20,1,2
174,2,8,18
175,19,11,20
176,13,3,2
177,1,7,18
178,8,1,18
179,1,14,18
180,2,16,12
181,5,2,20
182,6,5,6
183,15,7,20
184,4,7,5
185,4,13,6
186,3,19,8
187,17,13,12
188,3,1,15
189,14,14,15
190,13,15,3
191,8,7,6
192,1,20,6
193,16,8,4
194,3,1,13
195,8,10,12
196,6,10,8
197,3,16,13
198,20,6,11
199,9,13,7
200,9,6,11
201,13,20,14
202,19,7,8
203,9,7,17
204,15,11,17
205,1,12,12
206,15,14,16
207,4,12,9
208,13,7,7
209,7,3,17
210,8,8,9
211,8,6,14
212,16,11,8
213,19,19,19
214,8,14,8
215,1,8,9
216,1,9,6
217,7,14,4
218,16,1,1
219,14,7,8
220,10,19,6
221,18,1,9
222,10,5,19
223,10,5,6
224,13,3,9
225,5,18,13
226,16,8,11
