Date,red_sold,blue_sold,yellow_sold
1,1,2,13
2,3,9,10
3,20,5,20
4,7,6,20
5,10,14,11
6,2,16,18
7,1,16,12
8,14,3,4
9,15,7,5
10,8,9,13
11,5,7,5
12,11,13,18
13,14,16,18
14,5,2,15
15,16,14,6
16,7,13,7
17,12,18,1
18,20,2,5
19,20,3,3
20,6,1,15
21,13,5,5
22,6,19,3
23,14,8,1
24,7,15,5
25,14,16,9
26,12,18,12
27,9,11,9
28,8,7,20
29,6,8,16
30,8,5,17
31,16,8,16
32,15,17,10
33,6,10,5
34,8,7,7
35,2,11,19
36,3,15,5
37,5,3,14
38,20,6,18
39,16,5,13
40,11,7,5
41,11,7,4
42,19,7,11
43,10,20,16
44,2,2,2
45,3,4,5
46,12,9,13
47,14,7,11
48,20,2,15
49,11,5,2
50,3,3,2
51,6,12,9
52,5,15,16
53,1,20,4
54,12,20,2
55,10,15,12
56,4,9,13
57,10,9,16
58,19,6,6
59,12,2,11
60,18,2,14
61,4,4,10
62,15,3,15
63,2,16,1
64,20,19,2
65,13,12,16
66,1,19,5
67,10,5,18
68,20,18,2
69,5,15,8
70,12,1,6
71,9,11,14
72,1,14,10
73,4,16,17
74,3,6,10
75,13,18,12
76,8,6,11
77,16,12,15
78,8,8,15
79,20,20,5
80,17,2,16
81,20,2,7
82,7,3,3
83,17,9,10
84,19,16,9
85,11,20,4
86,9,13,8
87,10,13,19
88,12,11,11
89,9,15,11
90,10,7,17
91,10,17,10
92,2,17,19
93,7,6,11
94,20,16,12
95,19,20,11
96,13,15,8
97,11,6,18
98,18,5,4
99,3,16,3
100,9,7,8
101,2,18,11
102,2,17,6
103,18,17,7
104,16,19,16
105,10,18,16
106,20,5,13
107,6,6,9
108,9,15,14
109,17,18,9
110,5,9,12
111,17,3,13
112,7,11,16
113,7,2,5
114,15,8,15
115,12,7,18
116,11,16,18
117,13,10,18
118,2,4,14
119,11,15,1
120,19,18,11
121,19,3,9
122,7,5,2
123,19,14,7
124,4,5,7
125,12,11,14
126,14,18,19
127,12,15,9
128,7,6,19
129,19,10,6
130,14,15,13
131,18,6,14
132,9,4,9
133,15,4,12
134,6,2,9
135,1,12,1
136,13,2,13
137,8,2,1
138,13,7,14
139,12,20,9
140,19,10,4
141,5,17,5
142,15,1,13
143,5,18,15
144,10,11,5
145,4,5,3
146,12,16,6
147,7,10,15
148,12,20,5
149,12,12,19
150,15,2,20
151,7,10,14
152,16,20,6
153,4,13,14
154,12,13,9
155,8,16,20
156,3,4,20
157,3,18,2
158,2,13,16
